,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.5336,0.0,50.0,0.0,0.5153
split 1,0.0,50.0,0.0,0.5035,0.0,50.0,0.0,0.5239
split 2,0.0,50.0,0.0,0.5181,0.0,50.0,0.0,0.5488
split 3,0.0,50.0,0.0,0.5123,0.0,50.0,0.0,0.5235
split 4,0.0,50.0,0.0,0.5183,0.0,50.0,0.0,0.5097
split 5,0.0,50.0,0.0,0.5289,0.0,50.0,0.0,0.5004
mean,0.0,50.0,0.0,0.5191,0.0,50.0,0.0,0.5203
std,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0151
test mean,0.0,50.0,0.0,0.5242097181310491,0.0,50.0,0.0,0.46629965966836
test std,0.0,1.4117052668876551e-14,0.0,0.06631747538709565,0.0,1.0950198975068616e-14,0.0,0.08618038362254914
