Label, Parent Label
1152,3759
1088,3849
1216,4070
960,3631
800,3660
1184,3937
1120,3918
864,4042
992,3665
1040,3959
1168,3919
912,3875
1104,3922
848,3713
976,3657
1072,3783
816,4137
1200,4031
944,3740
1136,3610
880,3881
1008,3626
904,3954
1096,3892
840,3924
1224,4073
968,3899
1064,3718
808,3591
936,3624
1128,4038
872,3846
1112,4041
856,4154
984,3871
824,3737
1208,3848
952,3786
888,3630
1028,3779
1156,4076
900,3794
836,3661
1220,3736
804,3758
1188,3880
932,3620
1124,3983
868,3981
1044,3766
1108,4071
980,3756
1076,3886
1204,3911
948,3582
1140,3898
884,3721
1036,3648
1164,3882
1100,3797
844,3568
1228,3703
972,3867
1068,3660
1196,3945
1132,3643
876,3673
1004,3929
1052,4077
1180,3672
924,3850
860,4040
988,4032
1212,3907
956,3666
1148,4126
892,3902
1020,4046
1026,3970
1154,3776
898,3590
1090,3657
834,3613
1058,3820
802,3616
1186,4043
930,3715
1170,3914
914,4020
1106,3949
1074,3702
1202,4143
946,3742
1138,3868
882,4093
1162,3831
906,3594
1098,3863
842,3654
1226,3881
970,3887
1066,3603
810,4131
1194,3903
938,3760
1130,4141
874,3723
1002,3769
1050,3739
858,3618
1082,3698
826,3671
1210,3569
954,4155
1146,3697
1158,3885
1094,3623
838,3834
1222,4121
966,3955
1062,3744
806,3891
1190,3982
934,3616
1046,3891
1174,3596
1110,3731
854,3894
982,3832
1078,3635
822,3793
1206,4119
1142,3753
886,3744
910,3800
1102,3768
846,3589
1070,3715
1198,4147
942,4018
878,3941
1006,3813
798,3947
1182,3601
1118,3756
862,3674
1086,4151
830,3838
1214,4007
958,4151
1150,3961
1153,3568
897,3739
1089,3677
833,3653
961,3915
929,4135
993,4031
1041,3681
1169,3649
913,3676
849,3612
977,3842
817,3732
1201,3846
881,3675
1009,3745
1161,3691
1097,4037
841,3714
1225,3762
969,3917
809,3870
1193,3597
937,3668
873,4143
1049,3754
1113,3833
857,3801
985,3593
1081,3791
825,3962
1209,3990
953,4155
1145,3578
1017,3987
1029,3731
1157,3627
901,3591
1093,3705
837,3662
1221,3817
965,3869
1061,3877
805,3733
1189,3943
1125,3852
869,3923
997,3923
1173,4015
853,3686
981,3903
1077,4048
1205,3867
949,3748
1141,3852
885,4074
1013,3650
1037,3895
1165,4106
1101,3844
845,3592
1069,3916
1197,3925
941,3668
1133,3643
877,3611
1005,3569
1053,4120
1181,3676
925,3634
1117,4132
989,3776
1085,4140
829,4123
1213,3708
1149,3700
1021,4047
1155,3858
899,3747
835,3869
1219,3736
963,3889
1059,3734
803,3617
1187,4044
931,3701
1123,3842
1043,3663
979,3948
1203,4144
947,3803
1139,4075
883,3611
1035,3893
1163,3835
907,4153
1099,3567
1227,4138
971,3897
1067,3838
1195,3904
939,3795
1131,4139
875,3727
1003,3802
1179,3636
923,4124
1115,3805
859,3584
987,3784
1083,3810
827,3843
1211,3778
955,3664
1147,4125
1019,4045
1159,3685
903,3989
1223,3818
967,3800
1063,4122
807,4078
935,3791
1127,4039
871,3901
999,4117
1175,3724
1111,4051
983,3884
1079,3923
823,3797
1207,3759
951,4136
887,4142
1039,3988
1167,3598
1103,3855
975,3680
1071,3819
815,4135
1199,4148
943,3799
1135,3719
879,3678
1055,4019
799,4118
1183,3640
927,3828
1119,4076
863,3674
991,4036
1087,3857
831,3839
1215,4070
959,4045
1023,4072
