,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5489999999999999,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5602
split 1,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5521,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.55
split 2,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5524,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.551
split 3,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5568,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5338
split 4,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5567,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5307
split 5,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5558,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5339
mean,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5538,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5433
std,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011000000000000001
test mean,16.66666666666667,50.000000000000014,0.0,0.0,33.333333333333336,11.111111111111109,33.33333333333334,0.0,0.0,0.5475096707647573,16.666666666666657,49.99999999999997,0.0,0.0,33.33333333333333,11.111111111111104,33.333333333333314,0.0,0.0,0.5152065362648129
test std,1.2912795358353471e-14,3.8263897345803626e-14,0.0,0.0,7.105427357601002e-15,1.1374233532693354e-14,3.256115871121665e-14,0.0,0.0,0.034233119840436144,1.1849778104645678e-14,3.579259853767149e-14,0.0,0.0,7.105427357601002e-15,1.0968194384045365e-14,3.3042147218755025e-14,0.0,0.0,0.025813516787267777
