,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,42.12,48.21,41.18,36.95,42.93,43.87,40.16,45.64,45.81,0.619,34.5,39.93,38.96,24.6,35.82,36.62,33.13,38.96,37.78,0.5099
split 1,28.89,49.31,28.62,8.73,36.75,40.63,34.78,46.55,40.57,0.6014,22.24,47.17,13.63,5.91,32.21,31.79,32.75,27.21,35.42,0.4498
split 2,39.18,50.15,40.16,27.23,41.96,44.91,38.6,46.11,50.01,0.6173,27.86,38.16,22.39,23.02,29.47,29.17,30.85,31.01,25.64,0.5094
split 3,39.78,49.08,40.7,29.55,41.84,43.94,38.33,47.68,45.8,0.6143,29.39,40.56,25.76,21.86,31.92,32.64,30.96,35.22,31.75,0.52
split 4,32.77,49.85,39.65,8.8,39.48,45.67,36.27,47.63,53.1,0.6051,30.74,44.71,32.64,14.88,34.65,34.34,33.91,38.06,31.06,0.5104
split 5,39.46,48.15,38.86,31.37,41.11,42.66,38.11,46.48,43.41,0.6137,32.97,38.06,40.11,20.74,34.62,35.29,31.1,40.22,34.56,0.5363
mean,37.03,49.13,38.2,23.77,40.68,43.61,37.71,46.68,46.45,0.6118,29.62,41.43,28.91,18.5,33.11,33.31,32.12,35.11,32.7,0.506
std,4.63,0.75,4.35,11.01,2.04,1.62,1.73,0.75,4.11,0.0064,3.96,3.38,9.37,6.4,2.14,2.45,1.2,4.64,3.87,0.0268
test mean,32.45013202054029,45.991383070349734,35.39243140413667,15.966581587134431,37.78734105736956,37.783695213662114,36.00820719322327,42.75370144027958,34.58917700748345,0.5991427520384972,25.59776205701737,43.95400774059578,14.142962288375447,18.696316142080896,32.558639015374126,29.26074321834289,33.07711391464009,19.532473886657378,35.17264185373121,0.5153750790298508
test std,5.901257766115816,7.730792027537668,10.612448563937704,13.336181308106982,4.459617347405844,9.644881911666458,5.512773592920474,9.386617446313851,26.275111105284974,0.039534398890627216,2.9860873032128414,6.346430788120907,14.291989031899186,8.565617063760719,1.7233445920177037,5.762721978821781,1.7559069997292642,15.054023515454647,5.986832780561915,0.03983651577679345
