,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,66.24,68.12,71.64,58.97,66.29,66.21,67.86,71.07,59.7,0.8236,51.15,54.02,54.37,45.08,51.4,52.03,47.64,58.65,49.81,0.7071
split 1,62.21,63.28,68.38,54.99,62.32,62.16,63.81,66.53,56.15,0.7934,63.19,67.28,70.76,51.54,63.61,63.13,67.42,66.6,55.37,0.8163
split 2,68.2,69.16,74.56,60.89,68.32,68.15,68.44,73.21,62.79,0.8427,52.09,55.33,52.63,48.3,52.06,52.22,54.53,55.12,47.01,0.7153
split 3,60.94,62.43,66.72,53.66,61.05,60.88,62.75,64.89,55.0,0.7878,59.13,63.14,64.03,50.23,58.97,60.05,59.28,72.12,48.76,0.7804
split 4,62.41,64.15,68.63,54.46,62.56,62.34,63.79,66.8,56.44,0.8042,58.45,58.63,67.22,49.51,58.78,58.44,60.85,62.91,51.56,0.7739
split 5,62.0,63.83,67.6,54.58,62.07,61.96,64.04,66.41,55.42,0.7945,61.59,61.31,67.7,55.74,61.71,62.19,68.76,63.24,54.57,0.7771
mean,63.67,65.16,69.59,56.26,63.77,63.62,65.11,68.15,57.58,0.8077,57.6,59.95,62.78,50.07,57.75,58.01,59.75,63.11,51.18,0.7617
std,2.62,2.54,2.69,2.68,2.61,2.62,2.19,2.95,2.78,0.0194,4.51,4.55,6.87,3.23,4.57,4.42,7.25,5.43,3.01,0.0384
