,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.6139,0.0,50.0,0.0,0.4818
split 1,0.0,50.0,0.0,0.6094,0.0,50.0,0.0,0.4777
split 2,0.0,50.0,0.0,0.6012,0.0,50.0,0.0,0.5492
split 3,0.0,50.0,0.0,0.5969,0.0,50.0,0.0,0.5089
split 4,0.0,50.0,0.0,0.5784,0.0,50.0,0.0,0.4662
split 5,0.0,50.0,0.0,0.5968,0.0,50.0,0.0,0.5192
mean,0.0,50.0,0.0,0.5994,0.0,50.0,0.0,0.5005
std,0.0,0.0,0.0,0.0113,0.0,0.0,0.0,0.0284
test mean,0.0,50.0,0.0,0.5920924522807398,0.0,50.0,0.0,0.5603059697545898
test std,0.0,1.4304041646238433e-14,0.0,0.05794944750723409,0.0,2.1463801355982377e-14,0.0,0.06941804820769727
