,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,21.86,50.52,3.46,11.59,35.06,45.87,34.18,54.41,49.03,0.5828,17.38,49.61,2.53,0.0,32.86,20.16,33.29,27.19,0.0,0.5169
split 1,21.18,49.94,3.84,9.75,34.54,46.99,33.72,59.36,47.9,0.5731,19.12,50.18,3.85,3.34,34.1,55.97,33.66,100.0,34.24,0.5428
split 2,22.46,50.49,3.44,13.46,34.97,38.6,34.36,38.13,43.29,0.5688,19.31,49.11,0.0,8.81,33.06,22.26,33.22,0.0,33.55,0.5353
split 3,18.16,50.19,0.0,4.29,33.82,28.35,33.59,0.0,51.46,0.5817,17.57,49.72,0.0,2.99,33.35,24.64,33.25,0.0,40.67,0.4917
split 4,23.59,50.49,14.44,5.84,35.23,39.77,34.53,41.43,43.34,0.5787,25.7,48.18,11.49,17.42,33.95,34.06,33.85,27.99,40.34,0.5248
split 5,26.53,49.71,8.33,21.54,36.03,43.97,34.43,53.04,44.43,0.5791,21.65,47.72,4.52,12.72,32.46,29.39,32.89,23.63,31.67,0.5209
mean,22.3,50.22,5.59,11.08,34.94,40.59,34.14,41.06,46.58,0.5774,20.12,49.09,3.73,7.55,33.3,31.08,33.36,29.8,30.08,0.5221
std,2.52,0.31,4.64,5.64,0.67,6.26,0.36,19.8,3.1,0.0049,2.86,0.87,3.88,6.07,0.58,12.04,0.31,33.55,13.87,0.0161
test mean,19.33423198301595,49.76967538844776,0.9453358879734731,7.287684672626612,34.0509733765865,20.542490203749235,33.683595203398575,8.03491544696358,19.908959960885564,0.5757920787062956,21.262482661007933,50.56784140465208,2.588473983682697,10.63113259468903,35.22128960223763,40.84783514429514,34.12852156385157,28.163435480508653,60.251548388525215,0.5646847913970087
test std,4.2747680048846615,1.599092734269359,2.6063741614111007,12.42210914724607,1.8888216902872412,15.704689203474073,1.1553797065039129,22.901399459673986,29.193525592638295,0.054993444356061356,3.122027119542264,0.8916974556652356,3.878787756481742,9.489672121652474,1.5011625365457117,18.196626003594076,0.9241463600281286,38.28636199326582,31.01643574744141,0.03394183604868404
