,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.5303,0.0,50.0,0.0,0.493
split 1,0.0,50.0,0.0,0.4887,0.0,50.0,0.0,0.5278
split 2,0.0,50.0,0.0,0.4835,0.0,50.0,0.0,0.4433
split 3,0.0,50.0,0.0,0.5099,0.0,50.0,0.0,0.5201
split 4,0.0,50.0,0.0,0.4699,0.0,50.0,0.0,0.4729
split 5,0.0,50.0,0.0,0.4875,0.0,50.0,0.0,0.4253
mean,0.0,50.0,0.0,0.495,0.0,50.0,0.0,0.4804
std,0.0,0.0,0.0,0.0197,0.0,0.0,0.0,0.0375
test mean,0.0,49.99999999999999,0.0,0.452048130814883,0.0,50.00000000000001,0.0,0.49454248342615337
test std,0.0,1.6623791107849736e-14,0.0,0.061212506528410385,0.0,2.1167734743366723e-14,0.0,0.06428741553640832
