Label,Value,Area (micro m^2),Center_X,Center_Y,Center_Z
1536,47.0484,47.0484,21.2988,-29.6022,6.40449
1408,53.5463,53.5463,10.5616,-0.767676,14.9485
1600,39.8261,39.8261,-15.1253,27.1333,8.6708
1472,40.5566,40.5566,-39.4579,4.90757,3.01801
1568,44.0595,44.0595,-19.9099,17.7419,10.7903
1312,39.9498,39.9498,-11.2156,-29.6558,7.54533
1440,35.5564,35.5564,13.9552,-27.3548,10.2211
1632,39.7595,39.7595,28.7601,-15.2766,7.9771
1376,47.2668,47.2668,7.58352,17.8317,13.2227
1552,22.3357,22.3357,-24.7962,1.3964,11.6565
1296,35.3615,35.3615,19.4024,4.59617,13.1693
1680,22.865,22.865,-34.8501,-28.2606,2.04528
1360,43.1781,43.1781,0.316373,-30.483,8.88248
1328,24.8003,24.8003,-5.46774,42.8953,3.48539
1648,29.8411,29.8411,-6.10728,-20.9198,12.0563
1264,37.8703,37.8703,-41.9438,0.169946,1.21772
1544,37.309,37.309,-25.7885,31.5457,1.54574
1608,21.6479,21.6479,-14.5764,35.9602,4.51573
1480,25.0022,25.0022,15.1533,3.83776,14.2449
1576,32.9272,32.9272,3.62074,-3.27224,15.2805
1320,26.9282,26.9282,3.55896,30.8902,9.37916
1640,36.7469,36.7469,-8.51398,26.7088,10.5321
1512,30.7289,30.7289,-30.7997,-3.31151,9.00361
1432,38.0968,38.0968,12.5054,-36.9554,3.53699
1368,22.8672,22.8672,9.74131,-8.52963,15.0086
1496,36.3205,36.3205,-33.8191,-10.8187,6.18913
1592,26.1953,26.1953,-16.4128,-25.3726,8.78011
1336,25.9214,25.9214,-2.68975,23.4745,12.2774
1540,32.1917,32.1917,-25.1299,-2.90274,11.3302
1604,47.8844,47.8844,-14.6096,-38.3599,-0.134415
1348,29.1238,29.1238,6.94347,3.29638,15.0721
1476,26.5967,26.5967,1.93926,-40.0146,0.384219
1572,50.2264,50.2264,23.9893,-15.9971,9.91635
1444,42.6307,42.6307,12.9491,-17.4705,13.4053
1636,38.1481,38.1481,-9.10613,9.42284,14.8081
1380,24.2065,24.2065,9.9038,31.187,8.47875
1556,44.7026,44.7026,-22.9122,27.3266,5.58764
1620,31.1143,31.1143,-11.5037,-3.839,14.5108
1524,28.1839,28.1839,-28.8904,-10.2128,8.61135
1292,31.1798,31.1798,-27.2475,-29.304,3.77053
1484,44.0722,44.0722,-36.1157,23.9067,-1.32642
1580,28.8617,28.8617,22.1082,11.3315,11.3576
1644,34.5064,34.5064,3.89883,35.0848,7.71104
1516,50.8842,50.8842,17.988,-2.46886,13.6677
1564,26.6325,26.6325,-21.7353,-32.2182,3.51463
1308,32.9683,32.9683,-15.1141,22.2278,10.7553
