Label, Parent Label
1920,1638
1856,1641
1824,1362
1936,1397
1872,1486
1744,1363
1712,1639
1672,1515
1928,1441
1864,1512
1736,1393
1960,1454
1896,1640
1816,1550
1880,1445
1752,1605
2008,1319
1720,1661
1912,1578
1784,1582
1796,1282
1668,1271
1860,1373
1956,1596
1892,1524
1940,1330
1876,1478
1844,1375
1908,1513
1804,1408
1932,1621
1740,1647
1836,1471
1708,1235
1772,1376
1692,1296
1948,1574
1884,1516
1852,1554
1724,1302
1788,1283
1794,1264
1666,1593
1922,1644
1858,1447
1954,1581
1890,1379
1762,1334
1810,1571
2002,1321
1842,1317
1714,1418
1906,1522
1802,1408
1930,1307
1706,1276
1642,1411
1898,1572
1818,1631
1690,1470
1946,1279
1882,1326
1850,1526
1798,1362
1926,1312
1862,1580
1958,1674
1878,1552
1750,1348
1718,1537
1742,1648
1710,1567
1774,1561
1822,1556
1694,1643
1758,1618
1854,1600
1726,1320
1918,1495
1697,1451
1953,1534
1889,1487
1681,1482
1713,1677
1969,1323
1905,1444
1673,1541
1929,1566
1865,1568
1833,1480
1641,1592
1897,1337
1945,1659
1753,1286
1785,1473
1797,1544
1861,1306
1701,1342
1957,1620
1893,1540
1685,1609
1877,1496
1749,1579
1909,1598
1677,1345
1933,1336
1837,1527
1709,1293
1773,1669
1693,1309
1853,1343
1725,1636
1789,1634
1795,1277
1667,1518
1987,1635
1827,1368
1955,1594
1763,1590
1811,1573
1683,1498
1747,1576
1843,1671
1651,1297
1779,1483
1803,1673
1931,1597
1691,1607
1947,1511
1883,1327
1851,1295
1723,1298
1659,1472
1787,1278
1735,1651
1703,1308
1959,1380
1895,1606
1687,1273
1943,1549
1879,1303
1751,1572
2007,1660
1839,1569
1711,1623
1695,1281
1855,1608
1663,1290
1919,1509
