,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5489,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5498
split 1,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5567,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5052
split 2,26.21,48.76,0.0,29.86,35.55,24.63,34.59,0.0,39.29,0.5597,27.07,40.9,0.0,40.31,33.85,22.59,33.24,0.0,34.54,0.5411
split 3,24.2,48.77,0.0,23.82,34.54,23.83,34.0,0.0,37.49,0.5539,23.84,49.78,0.0,21.75,35.64,29.45,33.94,0.0,54.41,0.5541
split 4,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5571,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.4981
split 5,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5559,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5262
mean,19.51,49.59,0.0,8.95,33.91,15.48,33.66,0.0,12.8,0.5554,19.6,48.45,0.0,10.34,33.8,16.08,33.42,0.0,14.82,0.5291
std,4.06,0.58,0.0,12.77,0.86,6.19,0.49,0.0,18.1,0.0034,4.25,3.37,0.0,15.58,0.84,7.3,0.23,0.0,21.74,0.0214
test mean,16.666666666666675,50.00000000000002,0.0,0.0,33.33333333333333,11.111111111111114,33.33333333333335,0.0,0.0,0.5482727799096455,16.666666666666657,49.99999999999997,0.0,0.0,33.33333333333333,11.111111111111102,33.3333333333333,0.0,0.0,0.5246198542591093
test std,1.3466809949309059e-14,3.784493693905784e-14,0.0,0.0,6.31333788191056e-15,1.2020237212321563e-14,3.578795828374162e-14,0.0,0.0,0.04550526110307126,1.4540107379219425e-14,4.4586202811598e-14,0.0,0.0,3.552713678800501e-15,1.4015219063576278e-14,4.28540335015797e-14,0.0,0.0,0.0455019181255158
