,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.4795,0.0,50.0,0.0,0.5307
split 1,0.0,50.0,0.0,0.4944,0.0,50.0,0.0,0.4762
split 2,0.0,50.0,0.0,0.5126,0.0,50.0,0.0,0.4987
split 3,0.0,50.0,0.0,0.5106,0.0,50.0,0.0,0.5079
split 4,0.0,50.0,0.0,0.5059,0.0,50.0,0.0,0.5428
split 5,0.0,50.0,0.0,0.5013,0.0,50.0,0.0,0.5735
mean,0.0,50.0,0.0,0.5007,0.0,50.0,0.0,0.5216
std,0.0,0.0,0.0,0.0112,0.0,0.0,0.0,0.0316
test mean,0.0,50.0,0.0,0.49581662665721976,0.0,50.0,0.0,0.49843089922439465
test std,0.0,1.4117052668876551e-14,0.0,0.06957160725708782,0.0,1.2560739669470201e-14,0.0,0.058923042041914266
