,F1,c0 F1,c1 F1,c2 F1,Acc,precision,c0 precision,c1 precision,c2 precision,Auc
test tissue 0,50.809306476670564,61.66083359847274,48.3807782710891,42.38630756044983,51.780185758513944,53.625389720870345,52.35008103727711,65.85495911837896,42.67112900695496,0.717983808106576
test tissue 1,40.015704212489425,43.66152624768799,34.682585993147974,41.703000396632326,40.48771310606966,41.185088018174405,37.364403423802294,41.77630626509228,44.414554365628625,0.5799494207395848
test tissue 2,54.66537083305991,57.04777127961288,55.65612855483639,51.29221266473047,54.540439777828496,55.056677633537426,59.706917812634416,57.410346884510076,48.052768203467785,0.7275728290095627
test tissue 3,45.56966802551577,44.614230485616645,45.9371142478597,46.15765934307096,45.602511371281516,46.45642147071436,47.112465939403094,51.27920247464866,40.977595998091324,0.6420154365331284
test tissue 4,43.1663370411481,39.125201477711826,41.353448634818776,49.020361010913675,43.68933282867708,44.0084325574989,42.68826818923222,46.86421313991457,42.4728163433499,0.6141278458107142
test tissue 5,43.39679120513782,48.07684032560821,38.690554954546606,43.42297833525868,43.7806126381591,43.896037568045905,42.96069611065148,44.17044851486659,44.556968078619654,0.6539498809159355
test tissue 6,47.21023170226718,52.57869420615364,43.55390815293936,45.49809274770855,47.658874855366875,48.02998273266203,46.31357770081726,50.62410019149324,47.15227030567558,0.6571668440181867
test tissue 7,48.10932312173958,54.289890305303935,42.848044273158145,47.19003478675667,48.42297191901847,49.13985353136687,52.32315155730852,52.28059315875869,42.81581587803338,0.6818015633200679
test tissue 8,53.057329596551426,56.150300556218035,54.813651264403084,48.20803696903315,53.04603156348197,53.22823999877958,54.17236521487955,57.90594531625316,47.60640946520604,0.7132070525711003
test mean,47.333340246064424,50.800587609153986,45.10180159408879,46.09763153495048,47.66763042426634,48.29179147018331,48.33243633177844,52.01845722932403,44.52448084944748,0.6653082978916508
test std,4.57943523773099,6.943415937404401,6.5688909953322066,3.0143491094660435,4.477078964178216,4.605683266788599,6.516005645366616,7.077368847480129,2.4039245864097385,0.046976744361884065
