,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.5867,0.0,50.0,0.0,0.4937
split 1,0.0,50.0,0.0,0.5827,0.0,50.0,0.0,0.567
split 2,0.0,50.0,0.0,0.577,0.0,50.0,0.0,0.5345
split 3,0.0,50.0,0.0,0.5953,0.0,50.0,0.0,0.5002
split 4,0.0,50.0,0.0,0.5432,0.0,50.0,0.0,0.5011
split 5,0.0,50.0,0.0,0.5951,0.0,50.0,0.0,0.5206
mean,0.0,50.0,0.0,0.58,0.0,50.0,0.0,0.5195
std,0.0,0.0,0.0,0.0177,0.0,0.0,0.0,0.0254
test mean,0.0,50.0,0.0,0.5503127684325418,0.0,50.000000000000014,0.0,0.5114577784597808
test std,0.0,1.529166373896289e-14,0.0,0.08396244142176569,0.0,2.07157025572446e-14,0.0,0.049926861612532986
