,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.5248,0.0,50.0,0.0,0.521
split 1,0.0,50.0,0.0,0.5305,0.0,50.0,0.0,0.4379
split 2,0.0,50.0,0.0,0.5673,0.0,50.0,0.0,0.448
split 3,0.0,50.0,0.0,0.5138,0.0,50.0,0.0,0.5058
split 4,0.0,50.0,0.0,0.5159,0.0,50.0,0.0,0.5083
split 5,0.0,50.0,0.0,0.5449,0.0,50.0,0.0,0.4405
mean,0.0,50.0,0.0,0.5329,0.0,50.0,0.0,0.4769
std,0.0,0.0,0.0,0.0185,0.0,0.0,0.0,0.0352
test mean,0.0,50.0,0.0,0.5236728290051493,0.0,50.00000000000001,0.0,0.47300713284634616
test std,0.0,1.572008455159306e-14,0.0,0.07128478436375385,0.0,1.5688358818848954e-14,0.0,0.05046037077442144
