,F1,Acc,precision,Auc
test tissue 0,86.66666666666666,85.71428571428571,81.25,0.9438775510204082
test tissue 1,77.40805604203153,72.89915966386555,66.36636636636638,0.8823529411764707
test tissue 2,88.8888888888889,90.00000000000001,100.0,0.9000000000000001
test tissue 3,56.60377358490566,68.05555555555556,88.23529411764706,0.8657407407407407
test tissue 4,71.18644067796609,70.17543859649122,68.85245901639344,0.7675438596491228
test tissue 5,78.26086956521739,79.16666666666667,81.8181818181818,0.8958333333333334
test tissue 6,53.846153846153854,68.42105263157893,100.0,0.9659442724458205
test tissue 7,22.22222222222222,56.25000000000002,100.0,0.8848684210526315
test mean,66.88538393675653,73.83526985355546,85.81528766482359,0.8882701399273158
test std,20.629505006029348,10.10609060751702,12.80767067702134,0.05528250181191631
