,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5499,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5435
split 1,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5539999999999999,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5349
split 2,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5523,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5679
split 3,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5589999999999999,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.496
split 4,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5507,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5603
split 5,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5565,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5378
mean,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5538,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5401
std,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023
test mean,16.666666666666668,49.99999999999999,0.0,0.0,33.33333333333333,11.111111111111109,33.33333333333333,0.0,0.0,0.5483821078649264,16.666666666666664,50.00000000000001,0.0,0.0,33.333333333333336,11.111111111111114,33.33333333333334,0.0,0.0,0.5278812616579126
test std,1.4940084242819207e-14,4.3097491352054105e-14,0.0,0.0,6.9159151421486e-15,1.271841203001849e-14,3.822915934740723e-14,0.0,0.0,0.043904179252421696,1.1234667099445444e-14,3.0664673470028113e-14,0.0,0.0,7.105427357601002e-15,8.472682124045022e-15,2.6107007145801953e-14,0.0,0.0,0.01738386840374629
