,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,24.15,50.49,2.53,19.42,35.86,45.03,34.49,50.91,49.68,0.5929,19.11,48.5,0.0,8.82,32.66,20.92,32.83,0.0,29.93,0.5216
split 1,28.47,49.94,1.76,33.72,37.27,48.0,35.78,66.41,41.8,0.5902,22.08,47.64,0.0,18.59,31.75,19.23,33.92,0.0,23.78,0.5595
split 2,32.88,50.57,8.79,39.28,39.53,44.93,37.48,54.24,43.06,0.5922,30.73,45.44,9.69,37.06,35.6,35.18,35.64,34.14,35.75,0.5651
split 3,29.49,49.23,3.6,35.63,37.41,44.58,35.7,56.38,41.65,0.6039,23.07,48.15,3.16,17.91,32.91,32.67,33.75,36.15,28.11,0.4906
split 4,28.18,50.42,1.16,32.97,37.53,59.98,35.71,100.0,44.24,0.5933,23.71,46.63,0.0,24.49,32.24,20.52,33.89,0.0,27.66,0.4979
split 5,29.4,48.48,1.52,38.19,37.18,48.77,36.29,71.38,38.63,0.5917,24.06,41.45,0.0,30.73,30.57,20.1,32.4,0.0,27.91,0.5149
mean,28.76,49.85,3.23,33.2,37.46,48.55,35.91,66.55,43.18,0.594,23.79,46.3,2.14,22.93,32.62,24.77,33.74,11.72,28.86,0.5249
std,2.57,0.77,2.61,6.56,1.08,5.36,0.89,16.54,3.37,0.0045,3.5,2.4,3.57,9.18,1.53,6.53,1.03,16.58,3.59,0.0284
test mean,25.713311056065795,50.31406115442809,0.5390835579514829,26.286788455817817,36.463881868620085,25.5057346137965,35.932697724061256,4.761904761904762,35.82260135542348,0.5879502480969093,25.3662332144854,45.157028620502544,0.7618283881315151,30.179842634822133,34.01295718687142,23.823319624955232,34.08864434925049,6.884057971014493,30.497256554600714,0.5185400442708724
test std,6.656773096713129,4.389925453133096,2.410854962263925,17.04891883189585,5.078109001845631,10.663190825822038,4.232787996860164,21.295885499998004,20.13135632187975,0.05043908379174148,4.927256141507549,3.5638950663179707,2.0156084567051797,14.741987074726868,3.5490023646000517,9.033686982894473,2.7945455432213113,18.21350540225624,13.830244987121722,0.053625478507028014
