,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.4805,0.0,50.0,0.0,0.5184
split 1,0.0,50.0,0.0,0.4936,0.0,50.0,0.0,0.5498
split 2,0.0,50.0,0.0,0.4861,0.0,50.0,0.0,0.4688
split 3,0.0,50.0,0.0,0.5064,0.0,50.0,0.0,0.4984
split 4,0.0,50.0,0.0,0.4841,0.0,50.0,0.0,0.5359
split 5,0.0,50.0,0.0,0.4867,0.0,50.0,0.0,0.5874
mean,0.0,50.0,0.0,0.4896,0.0,50.0,0.0,0.5265
std,0.0,0.0,0.0,0.0085,0.0,0.0,0.0,0.0377
test mean,0.0,50.0,0.0,0.48899223276695286,0.0,50.00000000000001,0.0,0.48761299321993373
test std,0.0,1.3735440048751868e-14,0.0,0.07781962554428862,0.0,1.5280799322856756e-14,0.0,0.03553845897430186
