,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.5063,0.0,50.0,0.0,0.4933
split 1,0.0,50.0,0.0,0.4845,0.0,50.0,0.0,0.5404
split 2,0.0,50.0,0.0,0.4979,0.0,50.0,0.0,0.4853
split 3,0.0,50.0,0.0,0.4886,0.0,50.0,0.0,0.5243
split 4,0.0,50.0,0.0,0.5016,0.0,50.0,0.0,0.4325
split 5,0.0,50.0,0.0,0.5031,0.0,50.0,0.0,0.4294
mean,0.0,50.0,0.0,0.497,0.0,50.0,0.0,0.4842
std,0.0,0.0,0.0,0.0079,0.0,0.0,0.0,0.0419
test mean,0.0,49.99999999999999,0.0,0.505020110754897,0.0,50.0,0.0,0.48273721725931684
test std,0.0,1.5204531042579644e-14,0.0,0.0750996093801973,0.0,1.443119118362539e-14,0.0,0.05512599777947555
