plant,time point,cell,weighted node degree,clustering coefficient,information centrality,betweenness centrality,eigenvector centrality,page rank,katz centrality,current flow betweenness centrality,communicability betweenness centrality,load centrality,harmonic centrality,size on 2 neighborhood,estrada index on 2 neighborhood,abs graph density on 2 neighborhood,rel graph density on 2 neighborhood,avg path length on 2 neighborhood,algebraic connectivity on 2 neighborhood
P1,0,332,0.2211712254755926,0.13441000519091748,0.00012090318753188538,0.003494109177743051,3.6625354088411895e-06,0.003405336048328209,0.05807807324109789,0.06210624257139092,0.04147177827173127,0.003494109177743051,2089.357765533053,46.0,229.57218872317523,0.21904761904761907,4.380952380952381,0.07393884689698198,0.02266878220127925
P1,0,340,0.16159562781693007,0.14248367416403807,0.00011101053221232416,0.0,1.3531990628698021e-05,0.0028357431722822127,0.05171667979774048,0.0442964110038901,0.0268926604792738,0.0,2199.0158555848334,37.0,182.962386263065,0.27205882352941174,4.352941176470588,0.05567689669655422,0.025471399214625594
P1,0,346,0.18382273133475502,0.11542987594343847,0.00011837912915925862,0.019595104735483645,8.250888230871923e-06,0.00295170138586932,0.0573572866030097,0.0538123445903406,0.04000408176549449,0.019595104735483645,2244.068871871364,44.0,219.93953893083776,0.23157894736842108,4.4,0.07149655384820318,0.022293089571399926
P1,0,351,0.22394746732880974,0.10336150081957148,0.00012172133814636117,0.022299088722279772,5.61273605984973e-06,0.003454058640328089,0.06078670305242529,0.059233306328081256,0.03369879219056629,0.022299088722279772,2149.5095219480177,43.0,218.1144276591104,0.25146198830409355,4.526315789473684,0.0709240446558437,0.026665922730471046
P1,0,369,0.19060022735236626,0.08710828772134949,0.00012198115848073476,0.11131986023563288,0.000620892283130551,0.0031576335298857494,0.06342015087540832,0.07490130519768336,0.10942233346521839,0.11131986023563288,2397.6360484375687,49.0,249.19474315725256,0.2121212121212121,4.454545454545454,0.06769063932916418,0.018529485831532678
P1,0,376,0.22534861662664152,0.1365216300132668,0.00012039678514200713,0.00872649377556933,4.119819122439053e-06,0.0034392757011558,0.056607985517735784,0.05532482255643966,0.027112286216904116,0.00872649377556933,2045.3833489798646,42.0,209.17227338057157,0.2456140350877193,4.421052631578948,0.07331114916090829,0.025932448413663996
P1,0,389,0.18602397178387087,0.11954112156492372,0.0001173293451790236,0.022386880410162766,1.979737895088249e-05,0.0030043911240766855,0.05634213415683399,0.04839250352141985,0.03300605594050739,0.022386880410162766,2210.9205128758417,40.0,203.22772408422645,0.26143790849673204,4.444444444444445,0.06657270819954512,0.027246768193000766
P1,0,390,0.1710475539593417,0.07782579225968622,0.00011268320504054804,0.13368918230821905,3.672770680766801e-05,0.0031175977128512886,0.061551108684743304,0.06020612790607751,0.06519893712879511,0.13368918230821905,2531.6079979187134,45.0,228.89397809526292,0.23684210526315788,4.5,0.05636422495194398,0.018982045996804905
P1,0,398,0.20057449518882622,0.12474539162314827,0.00011785607657662645,0.0028268923498323177,1.2439330300493563e-05,0.0031938699485556006,0.0562635923509507,0.04846690114066581,0.025153340688805207,0.0028268923498323177,2124.7960278560668,40.0,204.48888468581987,0.26143790849673204,4.444444444444445,0.06413482599641998,0.02650053724276427
P1,0,413,0.14847015572367578,0.13267887413828044,0.00010768602338675839,1.7558337576598247e-05,2.7438975835470017e-05,0.002671108193986054,0.05142011293639865,0.04145799374127671,0.023854433833510057,1.7558337576598247e-05,2264.1857822945667,35.0,172.19936936508935,0.2916666666666667,4.375,0.051321691032254625,0.02561903509811489
