,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,28.9,49.85,3.91,32.94,37.14,44.78,35.93,58.41,39.99,0.5726,24.38,46.99,0.0,26.15,32.9,21.26,34.15,0.0,29.64,0.5232
split 1,30.07,47.82,1.0,41.39,37.67,37.46,36.51,36.15,39.71,0.5744,24.75,37.43,0.0,36.82,30.95,20.68,30.2,0.0,31.84,0.4901
split 2,31.34,48.84,14.84,30.34,37.22,42.82,35.51,54.03,38.91,0.587,25.03,41.57,14.81,18.72,29.41,28.32,30.82,21.35,32.8,0.4908
split 3,32.54,47.22,11.45,38.95,37.77,42.98,36.28,54.06,38.61,0.5736,29.03,46.24,0.0,40.84,36.38,24.26,37.06,0.0,35.73,0.5488
split 4,34.23,46.94,15.86,39.87,38.22,40.36,37.15,45.42,38.52,0.5789,29.11,39.63,9.34,38.35,33.05,31.59,31.32,26.23,37.23,0.5196
split 5,37.77,48.04,24.97,40.29,40.13,41.43,38.94,45.23,40.11,0.5858,26.74,36.81,13.51,29.89,29.24,28.37,29.47,25.33,30.31,0.4879
mean,32.47,48.12,12.01,37.3,38.03,41.64,36.72,48.88,39.31,0.5787,26.5,41.44,6.28,31.79,31.99,25.75,32.17,12.15,32.92,0.5101
std,2.91,0.98,7.94,4.13,1.01,2.32,1.11,7.43,0.65,0.0058,1.96,3.97,6.49,7.71,2.47,3.99,2.63,12.24,2.75,0.0225
test mean,32.269264949992625,49.69060693750244,11.282852280711184,35.83433563176426,39.0524239393149,41.42729656971393,37.53847321189498,42.67257056463683,44.07084593260996,0.5890958587721572,22.46443264849373,43.74236671342574,5.354865136104736,18.29606609595072,30.169173291295248,24.329277894690055,31.747997460626465,16.54337340819587,24.69646281524785,0.536486692119454
test std,5.89582338240167,5.820082937712482,14.70152761120316,12.984904017759293,5.3350236706072645,13.403750662129099,4.656036469244344,41.47230580876776,19.468196844384384,0.05765783828473452,2.9794752588590665,5.245991831245964,5.087329408488463,9.39075633086846,3.055967271459133,5.88592587693933,2.83821881548365,14.30664038038884,10.187872590367345,0.04073961816778551
