,F1,Acc,precision,Auc
train tissue 0,0.0,49.999999999999986,0.0,0.5015384615384615
train tissue 1,0.0,49.999999999999986,0.0,0.4184615384615384
train tissue 2,0.0,50.0,0.0,0.400390625
train tissue 3,0.0,50.000000000000014,0.0,0.4880952380952381
train tissue 4,0.0,50.00000000000002,0.0,0.5313207547169814
train tissue 5,0.0,49.99999999999999,0.0,0.5614035087719296
train tissue 6,0.0,50.0,0.0,0.6408199643493763
train tissue 7,0.0,50.00000000000002,0.0,0.5534722222222226
train tissue 8,0.0,50.000000000000014,0.0,0.4385026737967916
train tissue 9,0.0,49.999999999999986,0.0,0.42857142857142816
train tissue 10,0.0,50.00000000000002,0.0,0.47801418439716326
train tissue 11,0.0,50.000000000000014,0.0,0.5195451314854296
train tissue 12,0.0,50.0,0.0,0.5471698113207549
train tissue 13,0.0,50.000000000000014,0.0,0.5358333333333333
train tissue 14,0.0,50.0,0.0,0.47619047619047616
train tissue 15,0.0,50.0,0.0,0.6487638533674339
train tissue 16,0.0,49.99999999999999,0.0,0.37681159420289856
train tissue 17,0.0,50.000000000000014,0.0,0.5775757575757577
train tissue 18,0.0,50.0,0.0,0.4617543859649122
train mean,0.0,50.0,0.0,0.504433418071691
train std,0.0,1.2731463251543875e-14,0.0,0.07341094365596995
test tissue 0,0.0,50.000000000000036,0.0,0.405641025641026
test tissue 1,0.0,49.999999999999964,0.0,0.46590909090909055
test tissue 2,0.0,50.0,0.0,0.5479115479115482
test tissue 3,0.0,50.000000000000036,0.0,0.814935064935065
test tissue 4,0.0,49.999999999999986,0.0,0.4772167487684727
test tissue 5,0.0,49.99999999999999,0.0,0.5186403508771931
test tissue 6,0.0,50.000000000000014,0.0,0.5659016393442623
test tissue 7,0.0,49.999999999999964,0.0,0.44817927170868344
test mean,0.0,49.99999999999999,0.0,0.5305418425119176
test std,0.0,2.6939785314722367e-14,0.0,0.11830994130243322
