,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5402,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5383
split 1,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5435,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5324
split 2,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5389,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5553
split 3,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5575,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.4908
split 4,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5449,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5304
split 5,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5412,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5274
mean,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5443,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5291
std,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0194
test mean,16.666666666666668,50.00000000000001,0.0,0.0,33.333333333333336,11.111111111111109,33.333333333333336,0.0,0.0,0.5461802305272953,16.666666666666664,49.99999999999999,0.0,0.0,33.333333333333336,11.111111111111109,33.33333333333332,0.0,0.0,0.5454641294922421
test std,2.0506203487671992e-14,6.053346532081747e-14,0.0,0.0,7.290014651212246e-15,1.9014400031589038e-14,5.5351329522409515e-14,0.0,0.0,0.049974874262090734,1.0126792072454708e-14,2.875284731416387e-14,0.0,0.0,5.617333549722722e-15,8.903960971090995e-15,2.5864145986817697e-14,0.0,0.0,0.03878907322687546
