,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.5211,0.0,50.0,0.0,0.4154
split 1,0.0,50.0,0.0,0.4903,0.0,50.0,0.0,0.5484
split 2,0.0,50.0,0.0,0.4888,0.0,50.0,0.0,0.5328
split 3,0.0,50.0,0.0,0.5042,0.0,50.0,0.0,0.4813
split 4,0.0,50.0,0.0,0.4978,0.0,50.0,0.0,0.5088
split 5,0.0,50.0,0.0,0.5004,0.0,50.0,0.0,0.4882
mean,0.0,50.0,0.0,0.5004,0.0,50.0,0.0,0.4958
std,0.0,0.0,0.0,0.0107,0.0,0.0,0.0,0.0429
test mean,0.0,50.0,0.0,0.5034645259745524,0.0,50.00000000000001,0.0,0.5395082831051201
test std,0.0,1.5028750209624192e-14,0.0,0.08855751342389862,0.0,1.7763568394002505e-14,0.0,0.05802165589163008
