,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,22.01,50.96,13.44,1.63,35.67,50.41,34.34,69.79,47.09,0.6122,18.67,49.74,5.01,1.25,33.57,55.94,33.4,34.43,100.0,0.5431
split 1,17.66,49.97,0.7,2.31,33.62,56.26,33.38,72.73,62.68,0.6018,17.83,49.45,0.0,4.05,33.09,25.28,33.17,0.0,42.68,0.5627
split 2,20.13,50.3,7.65,2.44,34.55,49.82,33.8,59.44,56.22,0.6138,17.96,49.94,3.95,0.0,33.47,22.29,33.47,33.39,0.0,0.5281
split 3,20.24,50.25,0.78,9.69,34.46,42.4,33.83,42.44,50.92,0.6081,17.03,48.12,0.0,2.98,31.55,14.94,32.47,0.0,12.37,0.5471
split 4,24.49,50.65,20.01,2.81,36.34,52.97,34.46,58.44,66.01,0.604,15.94,47.83,0.0,0.0,31.3,10.69,32.08,0.0,0.0,0.5658
split 5,21.37,50.61,7.54,5.98,35.11,51.07,34.09,66.93,52.19,0.5999,19.95,50.85,8.99,0.0,34.43,28.1,34.29,50.01,0.0,0.5815
mean,20.98,50.46,8.35,4.14,34.96,50.49,33.98,61.63,55.85,0.6066,17.9,49.32,2.99,1.38,32.9,26.21,33.15,19.64,25.84,0.5547
std,2.08,0.32,6.82,2.84,0.88,4.2,0.36,10.01,6.64,0.0052,1.25,1.05,3.36,1.6,1.12,14.56,0.72,20.36,36.44,0.0173
test mean,18.943713996485414,50.27808913393973,4.3578016017773775,2.195251253739128,34.23226546913308,23.13081135132854,33.724013427455475,26.299094300682093,9.369326325848064,0.6155268419913749,17.94749356447601,48.36170659133491,3.729523163606009,1.7512509384871102,32.64093058500953,19.59255696187453,32.603398477041566,16.68410041841004,9.49017199017199,0.5153898243374615
test std,3.7206305806392432,1.2942486002978018,7.05595096220554,5.638177665637223,1.7452346762520945,18.22779068819591,1.0993189694754024,39.85821558248588,23.460563715468577,0.05766432455298368,2.0145769084152936,4.198185966955645,8.74627278745517,3.279125328438033,1.8441801495330914,14.602072169365293,2.298642503509822,33.34208097463508,16.648316455048786,0.03272742922897517
