,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,19.18,50.37,3.63,3.53,34.39,60.96,33.72,66.45,82.72,0.5759,17.05,49.96,0.0,1.18,33.37,29.23,33.35,0.0,54.35,0.5637
split 1,22.97,50.51,7.62,10.78,35.41,46.35,34.26,54.92,49.87,0.5787,17.34,48.64,0.0,3.37,32.14,18.61,32.74,0.0,23.1,0.5423
split 2,18.67,50.2,0.0,5.82,33.98,27.86,33.64,0.0,49.94,0.5819,16.63,49.88,0.0,0.0,33.15,11.1,33.29,0.0,0.0,0.5431
split 3,17.07,50.07,0.0,1.14,33.52,44.47,33.4,0.0,100.0,0.591,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.4961
split 4,22.3,50.58,1.86,14.47,35.03,49.91,34.42,74.9,40.4,0.5801,20.31,47.09,0.0,13.83,31.88,20.41,32.34,0.0,28.89,0.5295
split 5,18.04,50.19,0.0,3.93,33.86,32.21,33.55,0.0,63.07,0.5783,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5399
mean,19.71,50.32,2.18,6.61,34.36,43.63,33.83,32.71,64.33,0.581,17.44,49.26,0.0,3.06,32.87,16.93,33.06,0.0,17.72,0.5358
std,2.18,0.18,2.77,4.59,0.66,11.01,0.38,33.22,20.82,0.0048,1.31,1.09,0.0,4.96,0.62,6.68,0.39,0.0,20.15,0.0204
test mean,18.848256189305364,50.294945930992405,1.9913739931695635,4.258448643754132,34.271610357988486,28.095865268082225,33.66721178397005,26.40529896168994,24.21508505858667,0.5764370464360808,17.391439776532714,49.750733563174784,0.7812500000000006,1.6423357664233573,33.17789493607805,17.478544945980335,33.317987779117466,12.5,6.61764705882353,0.5139722745936284
test std,2.245305087463293,0.5179655971963878,3.3911933015490416,6.943489294980129,1.0431837599516645,14.466968374766575,0.3876413422124231,41.00374837467368,38.21132678534626,0.04178912052006558,1.5359459331347949,0.5819742487865205,2.0669932117692125,4.345212007222867,0.9114476338621742,11.765840678346848,0.3500407806395861,33.071891388307385,17.508648382045084,0.03393404280462812
