,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,25.26,50.76,4.43,20.6,36.48,48.51,34.71,58.02,52.8,0.6009,18.68,49.3,1.28,5.45,32.92,35.95,33.29,51.27,23.29,0.5159
split 1,23.29,50.6,5.88,13.39,35.65,49.31,34.33,62.06,51.54,0.5933,18.31,48.14,3.68,3.12,31.76,23.61,32.66,18.44,19.72,0.5429
split 2,26.83,50.02,5.16,25.29,36.69,49.19,34.58,63.48,49.52,0.5977,23.68,47.87,0.0,23.18,33.23,21.66,33.94,0.0,31.03,0.5357
split 3,27.66,50.45,12.99,19.54,36.73,45.06,35.01,57.33,42.84,0.5968,23.5,48.07,3.08,19.36,32.72,26.41,33.87,11.78,33.58,0.5351
split 4,22.23,50.43,7.11,9.14,35.13,45.76,34.13,50.24,52.9,0.5916,20.91,50.48,0.0,12.26,33.98,21.15,34.48,0.0,28.96,0.5432
split 5,23.64,50.99,3.53,16.39,35.92,46.07,34.69,53.22,50.29,0.5948,19.94,49.31,2.3,8.2,33.63,37.14,33.28,36.1,42.05,0.5341
mean,24.82,50.54,6.52,17.39,36.1,47.32,34.58,57.39,49.98,0.5958,20.84,48.86,1.72,11.93,33.04,27.65,33.59,19.6,29.77,0.5345
std,1.95,0.3,3.1,5.21,0.59,1.73,0.28,4.62,3.42,0.003,2.12,0.92,1.42,7.25,0.71,6.52,0.58,18.73,7.19,0.0091
test mean,22.62748188505324,50.77514492932575,3.943051071471332,13.16424965436266,35.70659887479386,25.96120904833986,34.67833571278363,15.002146909220565,28.20314452301541,0.602125705022666,24.057036533950214,49.88686494008742,6.45162946612128,15.832615195641935,35.72026900212626,28.006916583864367,34.57006236088215,18.506460176449995,30.944227214260962,0.5628920252472605
test std,7.158196364631019,1.9166585279975057,8.861883096058289,15.736555901038447,4.1020210625349565,15.157062545836615,2.117411671528935,30.03301834522169,27.458380402736612,0.055807355338204474,7.43391266889579,1.6651872946931319,9.397987448083544,16.57059727184793,3.4195268503634817,13.330474758775672,1.5829767290174588,24.41665309789632,31.36334953334535,0.05667898301432122
