,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,17.35,50.08,0.0,1.97,33.56,28.19,33.44,0.0,51.12,0.5753,16.7,50.09,0.0,0.0,33.33,11.14,33.41,0.0,0.0,0.5488
split 1,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5827,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5319
split 2,17.23,50.1,0.0,1.59,33.6,44.47,33.42,0.0,100.0,0.5786,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5496
split 3,17.08,50.1,0.0,1.13,33.52,35.86,33.42,0.0,74.15,0.5838,17.81,50.36,0.0,3.06,33.65,20.91,33.74,0.0,28.99,0.5479999999999999
split 4,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5861,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5071
split 5,17.63,50.17,0.0,2.73,33.75,35.52,33.5,0.0,73.06,0.5794,16.41,49.23,0.0,0.0,32.65,10.96,32.88,0.0,0.0,0.5395
mean,17.1,50.07,0.0,1.24,33.52,27.71,33.41,0.0,49.72,0.581,16.82,49.95,0.0,0.51,33.27,12.72,33.34,0.0,4.83,0.5375
std,0.35,0.06,0.0,1.0,0.15,12.65,0.06,0.0,37.89,0.0036,0.45,0.35,0.0,1.14,0.3,3.66,0.25,0.0,10.81,0.015
test mean,16.666666666666668,50.0,0.0,0.0,33.333333333333336,11.11111111111111,33.333333333333336,0.0,0.0,0.5821055352719287,16.66666666666667,50.000000000000014,0.0,0.0,33.33333333333334,11.111111111111114,33.33333333333335,0.0,0.0,0.5226872585626027
test std,1.46027928280772e-14,4.244516735206429e-14,0.0,0.0,6.721061417116781e-15,1.2770536887918663e-14,3.833327890295437e-14,0.0,0.0,0.027015236458003366,1.4099395310285296e-14,4.0584991931765526e-14,0.0,0.0,9.729507111180988e-15,1.1699032740181795e-14,3.6143514757781865e-14,0.0,0.0,0.04252548129590573
