,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.529,0.0,50.0,0.0,0.5378
split 1,0.0,50.0,0.0,0.5259,0.0,50.0,0.0,0.4493
split 2,0.0,50.0,0.0,0.5337,0.0,50.0,0.0,0.4786
split 3,0.0,50.0,0.0,0.5435,0.0,50.0,0.0,0.4541
split 4,0.0,50.0,0.0,0.5343,0.0,50.0,0.0,0.5015
split 5,0.0,50.0,0.0,0.5338,0.0,50.0,0.0,0.4911
mean,0.0,50.0,0.0,0.5334,0.0,50.0,0.0,0.4854
std,0.0,0.0,0.0,0.0054,0.0,0.0,0.0,0.0299
test mean,0.0,50.0,0.0,0.5184436772392694,0.0,50.00000000000001,0.0,0.47886375325188246
test std,0.0,1.572008455159306e-14,0.0,0.07097720255584317,0.0,2.1900397950137233e-14,0.0,0.09142804342745998
