,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,30.72,36.58,44.01,11.58,35.27,37.54,36.76,33.9,41.96,0.5231,23.91,22.16,48.83,0.74,34.34,31.94,36.84,33.97,25.0,0.5112
split 1,35.09,41.28,44.13,19.85,37.58,37.69,36.96,38.03,38.1,0.5499,31.41,37.99,33.46,22.78,32.32,31.95,32.44,34.84,28.57,0.4873
split 2,29.37,37.12,46.52,4.48,36.0,36.36,38.16,34.97,35.94,0.5336,24.95,28.41,44.44,1.98,32.32,34.68,31.48,32.55,40.0,0.4972
split 3,33.32,37.85,43.77,18.33,36.17,36.64,37.92,34.95,37.06,0.5381,31.46,36.78,45.83,11.76,35.73,34.64,35.29,36.49,32.14,0.5118
split 4,43.14,50.29,47.1,32.02,44.25,43.93,45.54,43.85,42.39,0.6295,30.71,29.87,32.5,29.75,30.82,31.65,28.7,29.37,36.89,0.4698
mean,34.33,40.62,45.11,17.25,37.85,38.43,39.07,37.14,39.09,0.5548,28.49,31.04,41.02,13.4,33.11,32.97,32.95,33.44,32.52,0.4955
std,4.83,5.1,1.41,9.18,3.28,2.79,3.28,3.63,2.61,0.0383,3.34,5.8,6.72,11.39,1.73,1.38,2.87,2.41,5.43,0.0158
