,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.4891,0.0,50.0,0.0,0.5248
split 1,0.0,50.0,0.0,0.4988,0.0,50.0,0.0,0.5079
split 2,0.0,50.0,0.0,0.501,0.0,50.0,0.0,0.4853
split 3,0.0,50.0,0.0,0.4962,0.0,50.0,0.0,0.4965
split 4,0.0,50.0,0.0,0.5023,0.0,50.0,0.0,0.542
split 5,0.0,50.0,0.0,0.4928,0.0,50.0,0.0,0.4946
mean,0.0,50.0,0.0,0.4967,0.0,50.0,0.0,0.5085
std,0.0,0.0,0.0,0.0046,0.0,0.0,0.0,0.0194
test mean,0.0,50.0,0.0,0.49527571489312766,0.0,50.0,0.0,0.5349999713091218
test std,0.0,1.4396625406603727e-14,0.0,0.07049203936477824,0.0,2.040878629308206e-14,0.0,0.04258650368661999
