,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.5558,0.0,50.0,0.0,0.4525
split 1,0.0,50.0,0.0,0.5615,0.0,50.0,0.0,0.5057
split 2,0.0,50.0,0.0,0.5694,0.0,50.0,0.0,0.5042
split 3,0.0,50.0,0.0,0.5861,0.0,50.0,0.0,0.5264
split 4,0.0,50.0,0.0,0.5522,0.0,50.0,0.0,0.6054
split 5,0.0,50.0,0.0,0.5544,0.0,50.0,0.0,0.584
mean,0.0,50.0,0.0,0.5632,0.0,50.0,0.0,0.5297
std,0.0,0.0,0.0,0.0117,0.0,0.0,0.0,0.0514
test mean,0.0,50.0,0.0,0.5463288679550165,0.0,50.00000000000001,0.0,0.4770746991751659
test std,0.0,1.6623791107849736e-14,0.0,0.06258190909676513,0.0,1.5688358818848954e-14,0.0,0.0626128766000743
