,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,43.46,51.21,37.1,42.08,44.6,45.57,42.15,47.79,46.75,0.6405,31.7,44.35,14.79,35.97,35.2,35.4,35.86,36.37,33.98,0.5517
split 1,42.11,49.29,34.03,43.03,43.3,44.31,41.15,47.63,44.14,0.6307,34.62,44.7,28.31,30.87,36.22,36.29,36.1,36.6,36.17,0.5475
split 2,44.82,50.68,40.22,43.55,45.63,47.09,42.11,52.04,47.12,0.6421,33.22,43.55,28.33,27.77,35.02,36.48,34.55,44.12,30.77,0.5346
split 3,42.58,50.36,33.35,44.04,43.96,45.04,41.98,48.68,44.47,0.6429,34.9,29.9,36.53,38.27,35.06,36.59,30.54,46.3,32.91,0.4908
split 4,44.33,50.83,38.27,43.9,45.16,46.06,43.58,50.51,44.09,0.639,27.25,22.31,19.87,39.58,29.65,28.8,28.63,26.81,30.95,0.4734
split 5,42.1,52.15,34.62,39.53,43.98,45.77,41.37,50.79,45.14,0.6348,32.55,46.66,27.07,23.92,35.97,37.31,35.12,44.2,32.62,0.5044
mean,43.23,50.75,36.26,42.69,44.44,45.64,42.06,49.57,45.29,0.6384,32.37,38.58,25.82,32.73,34.52,35.14,33.47,39.07,32.9,0.5171
std,1.06,0.86,2.47,1.55,0.79,0.86,0.78,1.64,1.22,0.0043,2.54,9.14,6.9,5.68,2.23,2.89,2.84,6.68,1.84,0.0294
test mean,42.14373229216261,50.45022626755162,34.162641663084514,41.81832894585169,44.19293455237239,46.78202420496753,43.49977073475076,50.45083470510631,46.39546717504549,0.6426290865745422,27.594966396880913,43.03025078546329,16.91886538867273,22.83578301650672,32.05578027822242,33.34244475357519,33.17365852793711,37.69159279464859,29.16208293813986,0.5003241048036148
test std,7.137797634368172,7.861149828353926,10.09142749577951,10.309712492043795,6.347388172600149,7.172203594147483,9.638119756530816,12.044956065977795,9.136921668543554,0.0639020291858688,2.908269084639872,6.226592608940226,8.015310830085173,7.001273206596419,3.7659036128930405,5.735490112896605,3.1319287523506762,11.449382742949282,8.538974323605661,0.03706322197978677
