,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.5189,0.0,50.0,0.0,0.4638
split 1,0.0,50.0,0.0,0.4792,0.0,50.0,0.0,0.5488
split 2,0.0,50.0,0.0,0.4913,0.0,50.0,0.0,0.5687
split 3,0.0,50.0,0.0,0.4927,0.0,50.0,0.0,0.4831
split 4,0.0,50.0,0.0,0.493,0.0,50.0,0.0,0.4902
split 5,0.0,50.0,0.0,0.4988,0.0,50.0,0.0,0.571
mean,0.0,50.0,0.0,0.4957,0.0,50.0,0.0,0.5209
std,0.0,0.0,0.0,0.0119,0.0,0.0,0.0,0.0432
test mean,0.0,50.0,0.0,0.4914320195967045,0.0,50.0,0.0,0.509371435369685
test std,0.0,1.1641219855237143e-14,0.0,0.09139543997051466,0.0,1.1234667099445444e-14,0.0,0.05059978047240312
