,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,38.14,50.84,27.74,35.83,41.15,43.24,38.9,47.25,43.58,0.6157,30.93,44.39,21.9,26.49,33.53,32.7,34.84,31.17,32.1,0.5106
split 1,38.37,50.6,26.02,38.49,41.42,43.99,39.0,49.63,43.35,0.6037,26.9,45.22,21.27,14.2,31.44,28.68,34.09,28.44,23.51,0.5307
split 2,34.93,49.66,13.72,41.41,39.65,39.64,38.56,38.41,41.95,0.6023,30.44,48.29,13.09,29.95,35.76,36.18,36.16,38.29,34.07,0.5315
split 3,40.92,50.43,32.84,39.49,42.73,44.47,40.15,49.12,44.13,0.6093,35.3,44.52,31.92,29.46,36.74,37.14,35.93,39.63,35.85,0.5382
split 4,40.16,51.24,32.66,36.59,42.45,44.54,39.84,49.68,44.1,0.6136,27.69,47.2,20.63,15.23,33.86,34.09,34.13,30.94,37.21,0.505
split 5,39.89,50.52,29.67,39.49,42.22,44.29,39.6,48.93,44.34,0.6081,31.01,43.11,13.87,36.04,33.8,31.73,36.87,25.53,32.79,0.5231
mean,38.74,50.55,27.11,38.55,41.6,43.36,39.34,47.17,43.58,0.6088,30.38,45.46,20.45,25.23,34.19,33.42,35.34,32.33,32.59,0.5232
std,1.96,0.48,6.47,1.88,1.03,1.72,0.56,4.0,0.8,0.0048,2.72,1.76,6.22,7.96,1.7,2.82,1.05,5.06,4.41,0.0118
test mean,32.7111571133222,49.21042772059603,19.14786694810553,29.77517667126504,39.0740999728754,40.372603435246624,38.360601348942815,40.904361383186036,41.85284757361104,0.594184868232435,32.10052778377578,40.26208288319623,22.384629028119306,33.65487144001182,36.09370780982296,35.755652004903325,34.213098532166015,34.298379985362935,38.75547749718103,0.5362746748383931
test std,6.0920748569658585,6.408306181419641,13.165449327916749,13.289820602070039,3.348025434235851,11.333194369866137,4.2712053448789264,26.767617592230046,17.926819821006614,0.0487117690960326,4.282665739110355,9.486565908363037,16.832554351185568,5.0838412901013275,2.323593391980692,6.183987535196892,3.947794466341586,21.697982890516936,8.292139761039717,0.047060915402272405
