,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,36.54,48.99,29.56,31.05,39.58,42.31,36.88,41.88,48.17,0.6068,23.54,46.18,13.0,11.45,31.72,29.93,32.54,25.97,31.26,0.5282
split 1,35.87,49.74,23.42,34.45,39.68,42.34,37.09,44.32,45.62,0.5973,27.05,47.17,13.52,20.46,33.55,35.04,33.79,22.76,48.57,0.5427
split 2,29.26,49.88,1.64,36.27,37.63,43.82,36.36,54.31,40.78,0.5946,25.24,42.13,0.0,33.58,31.93,21.13,32.99,0.0,30.41,0.4899
split 3,34.85,51.66,34.47,18.42,40.08,43.61,38.12,42.92,49.8,0.6037,27.12,45.34,18.39,17.62,33.35,35.88,32.24,35.83,39.56,0.5129
split 4,32.17,49.78,16.91,29.82,38.41,44.72,35.42,49.09,49.65,0.6012,30.1,39.25,32.46,18.6,31.94,31.58,33.0,30.99,30.75,0.4801
split 5,31.69,50.84,15.11,29.12,38.64,44.59,36.06,49.13,48.6,0.5956,25.17,47.36,7.81,20.34,33.0,31.28,33.78,29.68,30.36,0.5246
mean,33.4,50.15,20.19,29.85,39.0,43.57,36.65,46.94,47.1,0.5999,26.37,44.57,14.2,20.34,32.58,30.81,33.06,24.21,35.15,0.5131
std,2.57,0.87,10.67,5.7,0.85,0.96,0.85,4.33,3.14,0.0044,2.07,2.94,9.96,6.64,0.74,4.81,0.58,11.56,6.82,0.0218
test mean,28.50439777278296,48.90138393435974,10.31944948036173,26.292359903627418,36.97339105895905,34.695420384760546,35.94657697686167,27.08546379701755,41.05422038040241,0.591173986156196,28.057210584439993,39.314582307393444,19.48001334888481,25.377036097041717,35.672227890622786,34.688410458656804,32.81600196648773,33.30569462066331,37.9435347888194,0.5284814385934802
test std,7.633316739830052,6.6409242719022705,12.454780281379401,15.123082405272603,4.657761006073323,13.6424184054187,4.157266639527269,28.04124389981569,22.286467753654755,0.05474301155253712,7.881074712614629,15.80681236452314,18.28232825136824,15.641771308772014,3.5878710119893067,13.486939422916072,13.109264596110819,29.400613082811425,18.613599156573027,0.057712631105744844
