,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.528,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5435
split 1,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5368,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.4752
split 2,26.33,45.87,0.0,33.13,34.16,22.86,33.93,0.0,34.66,0.5413,24.87,46.9,0.0,27.71,33.57,22.25,33.75,0.0,33.01,0.5137
split 3,25.93,47.82,0.0,29.98,34.94,24.02,34.1,0.0,37.95,0.5405,23.55,41.78,0.0,28.87,30.38,19.9,31.67,0.0,28.03,0.5101
split 4,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5347,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5001
split 5,24.23,47.05,0.0,25.65,33.36,22.13,33.49,0.0,32.89,0.5297,24.39,47.77,0.0,25.39,34.15,23.57,33.51,0.0,37.2,0.5667
mean,21.08,48.46,0.0,14.79,33.74,17.06,33.59,0.0,17.58,0.5352,20.47,47.74,0.0,13.66,33.02,16.51,33.16,0.0,16.37,0.5182
std,4.46,1.65,0.0,14.95,0.61,5.97,0.31,0.0,17.65,0.005,3.82,2.93,0.0,13.7,1.21,5.5,0.68,0.0,16.59,0.0296
test mean,16.66666666666667,50.0,0.0,0.0,33.33333333333333,11.111111111111114,33.33333333333335,0.0,0.0,0.5353304204198307,16.666666666666668,50.000000000000014,0.0,0.0,33.33333333333333,11.111111111111114,33.33333333333334,0.0,0.0,0.5196068082392252
test std,1.1085856991429725e-14,3.395926391197395e-14,0.0,0.0,5.64682106755062e-15,9.873530284924051e-15,2.9880168485638414e-14,0.0,0.0,0.03404733548309529,1.3759600911837627e-14,4.0662666628533364e-14,0.0,0.0,4.351167857633658e-15,1.2129408840653311e-14,3.709141974507642e-14,0.0,0.0,0.048014481173494605
