,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,31.09,50.56,19.67,23.04,37.89,42.75,35.85,48.03,44.36,0.6024,27.25,47.48,0.0,34.28,35.57,24.41,34.54,0.0,38.7,0.5321
split 1,28.16,50.94,5.6,27.95,37.51,44.8,35.57,51.57,47.27,0.5974,24.49,46.77,18.54,8.15,33.03,33.03,32.7,38.12,28.25,0.5089
split 2,32.29,51.19,10.11,35.58,39.38,44.77,36.85,50.82,46.64,0.605,22.47,41.76,7.13,18.53,28.57,25.68,30.48,22.8,23.76,0.4739
split 3,28.69,50.7,7.11,28.25,37.3,41.35,35.73,44.09,44.22,0.591,23.92,47.97,3.49,20.3,33.25,29.72,33.71,22.83,32.63,0.5582
split 4,27.44,50.76,7.58,23.98,36.98,44.73,35.24,52.56,46.4,0.5953,27.77,47.18,8.09,28.03,34.29,32.43,34.37,26.78,36.16,0.5264
split 5,27.62,50.56,2.56,29.75,37.32,47.71,35.32,60.65,47.16,0.6001,16.96,49.08,0.0,1.81,31.54,13.09,33.27,0.0,6.0,0.4763
mean,29.22,50.78,8.77,28.09,37.73,44.35,35.76,51.29,46.01,0.5985,23.81,46.71,6.21,18.52,32.71,26.39,33.18,18.42,27.58,0.5126
std,1.83,0.22,5.38,4.11,0.79,1.97,0.53,5.03,1.25,0.0046,3.57,2.33,6.34,11.02,2.22,6.75,1.36,14.0,10.83,0.0302
test mean,24.796403274051873,49.31762727805277,6.755806726010308,18.315775818092547,35.777140363552384,32.08198051356558,34.84246425916463,17.81023031075054,43.59324697078156,0.5934827256909456,26.518000464837396,45.55139227474384,13.164740804287497,20.837868315480844,34.40980524422936,25.308751492219766,34.162762455226044,15.897711740186345,25.865780281246916,0.5255637074324568
test std,6.407714997507701,4.347505426263647,12.134664371612285,13.649585335950066,3.135085870994928,13.104946200209808,1.7321103894132137,29.694778501066118,25.36126131653421,0.046855043397337245,7.370098585321651,4.035250260926687,17.705445084134052,13.496935371179944,2.4971030634332405,10.43073619122045,3.816440374907657,20.9837646799047,16.250199627077183,0.03254760257452226
