,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.5239,0.0,50.0,0.0,0.4822
split 1,0.0,50.0,0.0,0.496,0.0,50.0,0.0,0.5004
split 2,0.0,50.0,0.0,0.4954,0.0,50.0,0.0,0.4613
split 3,0.0,50.0,0.0,0.5042,0.0,50.0,0.0,0.5247
split 4,0.0,50.0,0.0,0.4891,0.0,50.0,0.0,0.5109
split 5,0.0,50.0,0.0,0.4883,0.0,50.0,0.0,0.4682
mean,0.0,50.0,0.0,0.4995,0.0,50.0,0.0,0.4913
std,0.0,0.0,0.0,0.0121,0.0,0.0,0.0,0.0227
test mean,0.0,49.999999999999986,0.0,0.48479761751024486,0.0,50.0,0.0,0.5165911450070317
test std,0.0,1.6543675985604878e-14,0.0,0.07226861034747518,0.0,1.4210854715202004e-14,0.0,0.043492050413829496
