,F1,Acc,precision,Auc
train tissue 0,0.0,49.999999999999986,0.0,0.4698275862068964
train tissue 1,0.0,49.999999999999986,0.0,0.40417209908735285
train tissue 2,0.0,49.999999999999986,0.0,0.5295329670329667
train tissue 3,0.0,49.99999999999998,0.0,0.5574912891986062
train tissue 4,0.0,49.999999999999986,0.0,0.4629794826048168
train tissue 5,0.0,49.999999999999986,0.0,0.4578754578754578
train tissue 6,0.0,50.0,0.0,0.5855614973262034
train tissue 7,0.0,49.999999999999964,0.0,0.4424934152765579
train tissue 8,0.0,50.0,0.0,0.5165238678090575
train tissue 9,0.0,50.000000000000014,0.0,0.4736111111111116
train tissue 10,0.0,50.0,0.0,0.4668367346938775
train tissue 11,0.0,50.000000000000014,0.0,0.5440476190476193
train tissue 12,0.0,50.000000000000014,0.0,0.4742388758782201
train tissue 13,0.0,49.999999999999986,0.0,0.6035805626598466
train tissue 14,0.0,50.000000000000014,0.0,0.4686046511627908
train tissue 15,0.0,49.99999999999999,0.0,0.5225843339050884
train tissue 16,0.0,50.000000000000014,0.0,0.39393939393939414
train tissue 17,0.0,49.999999999999986,0.0,0.2878787878787873
train tissue 18,0.0,49.999999999999986,0.0,0.549375
train mean,0.0,49.999999999999986,0.0,0.48479761751024486
train std,0.0,1.6543675985604878e-14,0.0,0.07226861034747518
test tissue 0,0.0,50.0,0.0,0.5630193905817175
test tissue 1,0.0,50.0,0.0,0.5648093841642225
test tissue 2,0.0,50.000000000000014,0.0,0.46705882352941175
test tissue 3,0.0,49.99999999999997,0.0,0.5725806451612904
test tissue 4,0.0,50.000000000000014,0.0,0.4806547619047618
test tissue 5,0.0,49.999999999999986,0.0,0.4565217391304345
test tissue 6,0.0,50.0,0.0,0.5053571428571433
test tissue 7,0.0,50.000000000000014,0.0,0.5227272727272727
test mean,0.0,50.0,0.0,0.5165911450070317
test std,0.0,1.4210854715202004e-14,0.0,0.043492050413829496
