,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.5072,0.0,50.0,0.0,0.5325
split 1,0.0,50.0,0.0,0.5194,0.0,50.0,0.0,0.4748
split 2,0.0,50.0,0.0,0.4966,0.0,50.0,0.0,0.5773
split 3,0.0,50.0,0.0,0.4686,0.0,50.0,0.0,0.5858
split 4,0.0,50.0,0.0,0.5128,0.0,50.0,0.0,0.5215
split 5,0.0,50.0,0.0,0.5005,0.0,50.0,0.0,0.4362
mean,0.0,50.0,0.0,0.5009,0.0,50.0,0.0,0.5213
std,0.0,0.0,0.0,0.0163,0.0,0.0,0.0,0.053
test mean,0.0,49.99999999999999,0.0,0.49556174323693725,0.0,50.00000000000001,0.0,0.48104076311337907
test std,0.0,1.2731463251543875e-14,0.0,0.09554042778816306,0.0,1.6280579355608324e-14,0.0,0.08850090813546384
