,F1,Acc,precision,Auc
train tissue 0,0.0,49.99999999999997,0.0,0.5873533246414597
train tissue 1,0.0,49.999999999999986,0.0,0.4141604010025061
train tissue 2,0.0,50.0,0.0,0.48072727272727256
train tissue 3,0.0,50.000000000000014,0.0,0.35416666666666663
train tissue 4,0.0,49.999999999999986,0.0,0.5834076717216767
train tissue 5,0.0,49.99999999999998,0.0,0.5238095238095238
train tissue 6,0.0,50.0,0.0,0.48584905660377353
train tissue 7,0.0,49.999999999999986,0.0,0.4483430799220272
train tissue 8,0.0,49.99999999999999,0.0,0.40530303030303005
train tissue 9,0.0,49.999999999999986,0.0,0.36474576271186443
train tissue 10,0.0,49.999999999999986,0.0,0.5269679300291543
train tissue 11,0.0,50.0,0.0,0.6811294765840219
train tissue 12,0.0,50.0,0.0,0.6844135802469138
train tissue 13,0.0,49.999999999999986,0.0,0.3999999999999999
train tissue 14,0.0,49.999999999999986,0.0,0.6016746411483251
train tissue 15,0.0,50.000000000000014,0.0,0.44791666666666685
train tissue 16,0.0,50.000000000000014,0.0,0.5435540069686415
train tissue 17,0.0,49.999999999999986,0.0,0.447368421052631
train tissue 18,0.0,50.000000000000014,0.0,0.4347826086956521
train mean,0.0,49.99999999999999,0.0,0.49556174323693725
train std,0.0,1.2731463251543875e-14,0.0,0.09554042778816306
test tissue 0,0.0,50.000000000000014,0.0,0.41360089186176174
test tissue 1,0.0,50.00000000000002,0.0,0.4744697564807543
test tissue 2,0.0,50.0,0.0,0.33030303030303065
test tissue 3,0.0,50.000000000000036,0.0,0.6428571428571429
test tissue 4,0.0,49.999999999999986,0.0,0.5259562841530051
test tissue 5,0.0,50.0,0.0,0.4566184649610673
test tissue 6,0.0,50.0,0.0,0.5553977272727273
test tissue 7,0.0,49.999999999999986,0.0,0.4491228070175437
test mean,0.0,50.00000000000001,0.0,0.48104076311337907
test std,0.0,1.6280579355608324e-14,0.0,0.08850090813546384
