,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,64.68,66.44,70.28,57.33,64.76,64.63,66.0,69.4,58.5,0.8089,50.67,54.37,54.38,43.26,50.74,50.82,51.38,57.0,44.07,0.7058
split 1,61.09,61.38,67.1,54.79,61.14,61.07,62.37,65.81,55.03,0.7854,63.24,68.51,70.05,51.15,63.61,63.25,69.93,65.36,54.47,0.8135
split 2,66.39,67.82,73.8,57.57,66.63,66.32,67.06,71.22,60.69,0.8352,53.79,56.86,55.27,49.25,53.76,53.91,55.99,57.53,48.22,0.7225
split 3,65.48,66.62,71.39,58.45,65.59,65.43,65.86,70.19,60.24,0.8276,60.58,62.26,66.43,53.05,60.6,61.39,56.36,72.41,55.4,0.7836
split 4,63.7,65.21,70.15,55.74,63.93,63.66,64.34,67.61,59.02,0.8096,58.45,59.78,67.57,48.0,58.8,58.55,63.39,62.58,49.69,0.775
split 5,61.15,62.7,67.51,53.23,61.28,61.08,62.36,65.92,54.95,0.7882,60.23,59.67,67.31,53.72,60.55,61.02,67.94,60.84,54.28,0.7714
mean,63.75,65.03,70.04,56.18,63.89,63.7,64.67,68.36,58.07,0.8091,57.83,60.24,63.5,49.74,58.01,58.16,60.83,62.62,51.02,0.762
std,2.03,2.27,2.27,1.79,2.06,2.02,1.81,2.07,2.3,0.0184,4.29,4.45,6.24,3.51,4.4,4.41,6.74,5.23,4.08,0.0367
