,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,24.77,48.62,25.68,0.0,34.9,24.73,33.91,40.29,0.0,0.5411,23.06,49.92,19.27,0.0,34.72,23.9,34.37,37.33,0.0,0.5406
split 1,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5439,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.4869
split 2,25.88,49.15,28.48,0.0,35.7,25.29,34.5,41.37,0.0,0.548,27.49,42.82,39.64,0.0,34.42,22.93,34.74,34.04,0.0,0.5141
split 3,25.89,48.55,29.12,0.0,35.34,24.65,34.31,39.63,0.0,0.5409,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5435
split 4,24.31,49.16,23.77,0.0,34.85,24.25,34.2,38.54,0.0,0.54,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5495
split 5,29.76,48.97,27.58,12.73,36.36,38.69,35.21,39.62,41.24,0.548,17.56,47.07,0.0,5.61,31.28,17.8,31.79,0.0,21.61,0.5146
mean,24.54,49.07,22.44,2.12,35.08,24.79,34.24,33.24,6.87,0.5437,19.69,48.3,9.82,0.94,33.4,16.33,33.48,11.9,3.6,0.5249
std,3.94,0.48,10.19,4.74,0.93,7.97,0.57,14.89,15.37,0.0033,4.17,2.67,15.08,2.09,1.1,5.55,0.94,16.85,8.05,0.0218
test mean,18.56556155340506,45.09039025348405,10.606294406731125,0.0,33.05590768023385,15.002606416630881,33.12177913333279,11.886040116559874,0.0,0.5524203355960735,18.900570011364124,50.02202353163895,6.679686502453429,0.0,33.9465596882429,14.491909031489275,33.79334216870458,9.682384925763246,0.0,0.5299458690936363
test std,3.520608224997679,11.744907137923105,17.254237073656054,0.0,2.149326488339218,6.946508919789902,9.133917372628826,18.623102496441525,0.0,0.05755798612126292,4.110015611280074,1.100405154273922,11.967008256139772,0.0,1.7773414556014904,6.117396116693806,1.1024410240911688,17.376205757747847,0.0,0.020914750219237152
