,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.5146,0.0,50.0,0.0,0.493
split 1,0.0,50.0,0.0,0.5195,0.0,50.0,0.0,0.4248
split 2,0.0,50.0,0.0,0.4986,0.0,50.0,0.0,0.5159
split 3,0.0,50.0,0.0,0.5002,0.0,50.0,0.0,0.4969
split 4,0.0,50.0,0.0,0.5174,0.0,50.0,0.0,0.5163
split 5,0.0,50.0,0.0,0.525,0.0,50.0,0.0,0.4913
mean,0.0,50.0,0.0,0.5125,0.0,50.0,0.0,0.4897
std,0.0,0.0,0.0,0.0098,0.0,0.0,0.0,0.0307
test mean,0.0,50.0,0.0,0.49551106865115113,0.0,50.00000000000001,0.0,0.5018459520487919
test std,0.0,1.9561161980496004e-14,0.0,0.08553064990353221,0.0,1.464821375527116e-14,0.0,0.07758603331376532
