,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,16.79,49.99,0.0,0.38,33.34,22.44,33.34,0.0,33.97,0.5706,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.555
split 1,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5739,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.512
split 2,25.86,50.04,0.0,27.53,36.22,26.28,34.86,0.0,43.99,0.5767,21.84,47.57,0.0,17.95,32.81,21.75,32.88,0.0,32.37,0.5347
split 3,21.85,50.17,0.0,15.38,34.84,26.66,34.05,0.0,45.93,0.5732,18.69,47.39,0.0,8.69,31.5,18.27,32.28,0.0,22.53,0.5262
split 4,17.12,50.05,0.0,1.32,33.51,33.44,33.4,0.0,66.93,0.5749,16.59,49.76,0.0,0.0,33.0,11.08,33.23,0.0,0.0,0.5071
split 5,16.79,50.04,0.0,0.34,33.39,27.37,33.37,0.0,48.74,0.5721,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5256
mean,19.18,50.05,0.0,7.49,34.11,24.55,33.72,0.0,39.93,0.5736,17.85,49.12,0.0,4.44,32.89,14.07,33.06,0.0,9.15,0.5268
std,3.5,0.06,0.0,10.49,1.09,6.83,0.57,0.0,20.37,0.002,1.93,1.16,0.0,6.82,0.65,4.32,0.39,0.0,13.25,0.0156
test mean,16.94148171781398,50.058564272452045,0.0,0.7658808809898914,33.46548114310575,15.126162465841714,33.38554207124648,0.0,11.99294532627866,0.5778062982150911,17.478749196624747,49.394197432923896,0.0,3.042050156950338,32.89941800580098,14.614759078842068,33.161814832162854,0.0,10.682462404363354,0.5271784019557554
test std,0.7332742954027887,0.14857740064193187,0.0,2.055559681126012,0.3557448428560123,10.242936253113276,0.13247953718260913,0.0,30.603586041730086,0.06972026861630314,1.1286371896615914,2.0320982583706604,0.0,4.557889758780407,1.2535870126820166,4.79852640028094,1.1601739388825818,0.0,14.66679407073399,0.056240422178946946
