,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.5225,0.0,50.0,0.0,0.5486
split 1,0.0,50.0,0.0,0.5412,0.0,50.0,0.0,0.4154
split 2,0.0,50.0,0.0,0.5448,0.0,50.0,0.0,0.4606
split 3,0.0,50.0,0.0,0.5276,0.0,50.0,0.0,0.4558
split 4,0.0,50.0,0.0,0.5377,0.0,50.0,0.0,0.5139
split 5,0.0,50.0,0.0,0.5383,0.0,50.0,0.0,0.4717
mean,0.0,50.0,0.0,0.5353,0.0,50.0,0.0,0.4776
std,0.0,0.0,0.0,0.0078,0.0,0.0,0.0,0.0429
test mean,0.0,50.0,0.0,0.5304521081656492,0.0,50.00000000000001,0.0,0.47610620577994406
test std,0.0,1.572008455159306e-14,0.0,0.07712315515226681,0.0,1.5688358818848954e-14,0.0,0.07942408461701134
