,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.542,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5426
split 1,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5483,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.4952
split 2,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5503,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5113
split 3,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5447,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5198
split 4,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5429999999999999,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5363
split 5,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5461,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5252
mean,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5457,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5217
std,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0157
test mean,16.666666666666664,50.0,0.0,0.0,33.333333333333336,11.11111111111111,33.333333333333336,0.0,0.0,0.5372867451522613,16.66666666666667,50.00000000000001,0.0,0.0,33.333333333333336,11.111111111111114,33.33333333333334,0.0,0.0,0.5283182809741046
test std,1.0081592125675171e-14,2.7470880097503736e-14,0.0,0.0,6.9159151421486e-15,8.872430024635565e-15,2.6183232146396116e-14,0.0,0.0,0.047482238231769586,9.565974336450906e-15,2.7173034561617647e-14,0.0,0.0,6.153480596427404e-15,8.472682124045022e-15,2.4995556343779214e-14,0.0,0.0,0.03352661613454497
