,F1,c0 F1,c1 F1,c2 F1,Acc,precision,c0 precision,c1 precision,c2 precision,Auc
test tissue 0,58.76044078519487,62.998979208080364,72.62622613721626,40.656117010287964,61.004352467767085,61.26105810511357,55.86469747498808,66.16373854488384,61.754738295468805,0.8117355371900826
test tissue 1,36.20477201205517,43.14046877561052,33.011789924973215,32.4620573355818,36.827852998065765,36.704262269036356,37.428896473265056,37.01923076923077,35.664659564613245,0.5793432728255483
test tissue 2,55.11701493844718,55.536170395068275,53.98387902132819,55.83099539894509,55.15555344403007,55.358635860879794,55.261138632053964,57.902808429027566,52.911960521557866,0.7428689152655091
test tissue 3,50.3950486573958,55.150845127851596,46.4980548106527,49.53624603368313,50.689825080068985,50.86730947613663,50.596592442905255,52.924320266036716,49.08101571946792,0.6709164574800722
test tissue 4,46.03455365435098,45.996498121501716,41.03665087808518,51.070511963466025,46.16606354965557,46.76681594596076,53.226331446796436,40.203777921848314,46.87033846923753,0.6047604992410187
test tissue 5,44.86771546365426,34.017562531910535,50.81173490991373,49.773848949138504,46.049695944585395,47.09860671965447,46.06209026683821,41.909416015047526,53.324313877077664,0.6445988321799307
test tissue 6,42.022718639521074,53.779990946129466,44.22764227642275,28.060522696011002,43.79084967320262,42.69449692769834,46.01084430673894,44.01294498381876,38.05970149253731,0.6555671175858481
test tissue 7,50.3384080818513,59.885512989872325,48.20667168296972,42.923039572711836,50.67994939911449,50.32585269999267,55.87510271158589,51.14422565194258,43.95822973644954,0.7039794921874999
test tissue 8,44.12822613999714,47.85862092637812,37.55323088316978,46.972826610443526,44.4049393229721,44.24261217087699,44.366056330345245,41.13471581402428,47.227064368261445,0.6458193508550565
test mean,47.54098870805197,50.92940544693366,47.550653391636835,44.14290728558544,48.307675764384676,48.36885001948329,49.41019445394634,48.046130932873375,47.65022467163015,0.6732877194233962
test std,6.491595335391474,8.521191912956668,10.786541801373223,8.577349330754998,6.637483808274479,6.787284311897127,6.0131323998484305,9.089586622432495,7.53448103034089,0.06697434920495277
