,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,43.13,48.28,40.37,40.74,43.8,45.14,40.0,47.65,47.78,0.6251,22.19,47.08,5.99,13.49,31.99,28.87,32.74,25.07,28.79,0.5307
split 1,40.51,48.07,32.4,41.07,41.82,42.92,39.34,45.45,43.98,0.6153,33.68,38.71,28.51,33.82,34.04,34.03,36.25,34.02,31.83,0.4722
split 2,42.49,50.13,34.73,42.62,43.61,44.18,41.8,45.16,45.6,0.6262,27.31,39.41,19.92,22.61,29.45,28.48,31.24,25.26,28.95,0.4929
split 3,40.75,49.07,31.92,41.25,42.44,44.53,39.12,49.25,45.22,0.6201,28.33,44.01,17.13,23.87,32.5,32.18,32.84,32.09,31.62,0.5
split 4,41.2,48.99,34.36,40.26,42.43,43.43,40.11,45.89,44.3,0.616,31.82,43.9,22.59,28.97,34.14,34.19,34.87,36.1,31.6,0.5093
split 5,41.17,49.99,34.25,39.27,42.66,43.88,40.26,46.69,44.7,0.6236,33.81,38.27,31.99,31.16,34.23,34.59,33.1,33.79,36.88,0.4691
mean,41.54,49.09,34.67,40.87,42.79,44.02,40.1,46.68,45.26,0.621,29.52,41.9,21.02,25.65,32.73,32.06,33.51,31.06,31.61,0.4957
std,0.95,0.78,2.75,1.02,0.7,0.72,0.86,1.41,1.25,0.0043,4.1,3.29,8.38,6.69,1.7,2.51,1.62,4.32,2.67,0.0212
test mean,36.79199230302233,45.79907272043649,26.790720093664053,37.78618409496646,39.63927575164352,42.37667477324841,37.67951426790524,41.287836994637665,48.1626730572023,0.6123822605268961,30.719002057054308,38.05913953407577,24.17257027783939,29.925296359247763,32.71615908826486,31.444280053316525,32.50094392147524,28.980859123407086,32.85103711506725,0.4955397694120632
test std,5.7375942530101876,5.586722792962253,11.648113698351276,9.63290575913881,3.6146564364548244,6.973376110663385,3.603708293614144,21.03355215684085,17.320657428000512,0.029009212335149442,5.693868967903442,6.340196648195802,12.25293120560069,9.093899689497224,4.425392263556939,6.251550495699396,4.726199597401522,13.096266522998302,6.57063216572684,0.06161762812684924
