,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.5367,0.0,50.0,0.0,0.5285
split 1,0.0,50.0,0.0,0.5119,0.0,50.0,0.0,0.5475
split 2,0.0,50.0,0.0,0.5472,0.0,50.0,0.0,0.4994
split 3,0.0,50.0,0.0,0.5384,0.0,50.0,0.0,0.4855
split 4,0.0,50.0,0.0,0.5399,0.0,50.0,0.0,0.5126
split 5,0.0,50.0,0.0,0.522,0.0,50.0,0.0,0.5484
mean,0.0,50.0,0.0,0.5327,0.0,50.0,0.0,0.5203
std,0.0,0.0,0.0,0.012,0.0,0.0,0.0,0.0235
test mean,0.0,50.0,0.0,0.5293918712610933,0.0,50.0,0.0,0.4643484515273312
test std,0.0,1.6219258688167645e-14,0.0,0.06768794281888148,0.0,1.5485919901226005e-14,0.0,0.06109891448573522
