Label, Parent Label
9280,2060
9530,2060
9440,1762
9595,1762
9616,2049
9383,2049
9392,2075
9494,2075
9328,1996
9565,1996
9584,1707
9603,1707
9480,1692
9481,1692
9256,2036
9619,2036
9384,1875
9620,1875
9320,1995
9486,1995
9319,1995
9496,2079
9310,2079
9368,1727
9431,1727
9560,1992
9548,1992
9432,2076
9398,2076
9464,1917
9466,1917
9540,1976
9550,1976
9316,1997
9311,1997
9556,1792
9535,1792
9428,1751
9491,1751
9332,1965
9549,1965
9588,1865
9609,1865
9580,1715
9601,1715
9308,1617
9538,1617
9340,1714
9339,1714
9602,2010
9581,2010
9490,1927
9429,1927
9586,1999
9590,1999
9354,1724
9358,1724
9546,1841
9241,1841
9322,1958
9543,1958
9242,2003
9547,2003
9498,1778
9499,1778
9370,1673
9433,1673
9562,1974
9537,1974
9338,2033
9239,2033
9622,2058
9278,2058
9302,2021
9621,2021
9430,2073
9367,2073
9422,2050
9361,2050
9518,1975
9539,1975
9390,1726
9365,1726
9502,1946
9309,1946
9438,1901
9611,1901
9342,1717
9343,1717
9521,1691
9541,1691
9551,1691
9289,1674
9501,1674
9497,1932
9479,1932
9305,1945
9293,1945
9593,2055
9445,2055
9517,1603
9571,1603
9453,1740
9487,1740
9315,1766
9279,1766
9443,1902
9615,1902
9299,1938
9511,1938
9331,2023
9467,2023
9419,1728
9263,1728
