Label, Parent Label
9600,1796
9280,2060
9536,1616
9376,1872
9440,1762
9616,2049
9552,1979
9392,2075
9328,1996
9584,1707
9480,1692
9288,1967
9256,2036
9384,1875
9320,1995
9496,2079
9368,1727
9560,1992
9432,2076
9592,2007
9464,1917
9604,1718
9540,1976
9316,1997
9620,1875
9556,1792
9428,1751
9332,1965
9588,1865
9548,1992
9516,1765
9580,1715
9308,1617
9564,1798
9340,1714
9602,2010
9538,1617
9490,1927
9330,2012
9586,1999
9354,1724
9610,1869
9546,1841
9514,1761
9322,1958
9242,2003
9498,1778
9370,1673
9306,1959
9562,1974
9530,2060
9338,2033
9466,1917
9606,1862
9542,2063
9494,2075
9622,2058
9302,2021
9430,2073
9398,2076
9590,1999
9486,1995
9358,1724
9550,1976
9422,2050
9518,1975
9390,1726
9582,1993
9502,1946
9310,2079
9566,1800
9438,1901
9278,2058
9342,1717
9601,1715
9537,1974
9505,1675
9489,1742
9361,2050
9521,1691
9481,1692
9609,1865
9289,1674
9545,1768
9241,1841
9497,1932
9305,1945
9561,1632
9433,1673
9593,2055
9541,1691
9445,2055
9365,1726
9621,2021
9429,1927
9293,1945
9549,1965
9517,1603
9581,2010
9453,1740
9501,1674
9309,1946
9565,1996
9603,1707
9539,1975
9315,1766
9571,1603
9443,1902
9491,1751
9363,2038
9619,2036
9299,1938
9267,2071
9331,2023
9611,1901
9291,2069
9547,2003
9419,1728
9515,1763
9499,1778
9563,1795
9339,1714
9595,1762
9467,2023
9479,1932
9543,1958
9511,1938
9383,2049
9319,1995
9239,2033
9367,2073
9623,1633
9431,1727
9591,1836
9487,1740
9615,1902
9551,1691
9263,1728
9503,1931
9311,1997
9439,2054
9279,1766
9535,1792
9343,1717
