,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.5839,0.0,50.0,0.0,0.5252
split 1,0.0,50.0,0.0,0.5872,0.0,50.0,0.0,0.5291
split 2,0.0,50.0,0.0,0.5759,0.0,50.0,0.0,0.507
split 3,0.0,50.0,0.0,0.5864,0.0,50.0,0.0,0.4963
split 4,0.0,50.0,0.0,0.5735,0.0,50.0,0.0,0.4962
split 5,0.0,50.0,0.0,0.5808,0.0,50.0,0.0,0.481
mean,0.0,50.0,0.0,0.5813,0.0,50.0,0.0,0.5058
std,0.0,0.0,0.0,0.0051,0.0,0.0,0.0,0.0169
test mean,0.0,50.00000000000001,0.0,0.5674568639447625,0.0,49.99999999999999,0.0,0.46178106394346874
test std,0.0,1.572008455159306e-14,0.0,0.06956773561554712,0.0,1.96205025865255e-14,0.0,0.051119642705779456
