,F1,Acc,precision,Auc
train tissue 0,0.0,50.0,0.0,0.46176046176046226
train tissue 1,0.0,50.00000000000002,0.0,0.5858585858585863
train tissue 2,0.0,49.999999999999986,0.0,0.5014245014245013
train tissue 3,0.0,50.00000000000002,0.0,0.4954751131221722
train tissue 4,0.0,49.999999999999986,0.0,0.5191793041926849
train tissue 5,0.0,49.999999999999986,0.0,0.5366300366300365
train tissue 6,0.0,50.0,0.0,0.4951267056530215
train tissue 7,0.0,49.999999999999986,0.0,0.49055177626606167
train tissue 8,0.0,49.999999999999986,0.0,0.43939393939393917
train tissue 9,0.0,50.00000000000002,0.0,0.5809018567639261
train tissue 10,0.0,50.0,0.0,0.4430769230769231
train tissue 11,0.0,50.0,0.0,0.5154826958105647
train tissue 12,0.0,50.00000000000002,0.0,0.43178410794602723
train tissue 13,0.0,50.000000000000014,0.0,0.39130434782608714
train tissue 14,0.0,50.0,0.0,0.5306122448979591
train tissue 15,0.0,49.99999999999999,0.0,0.5352564102564105
train tissue 16,0.0,50.0,0.0,0.449204406364749
train tissue 17,0.0,49.999999999999986,0.0,0.44850065189048194
train tissue 18,0.0,50.0,0.0,0.4679439941046425
train mean,0.0,50.0,0.0,0.49049831911785463
train std,0.0,1.3142260811914743e-14,0.0,0.05003689387615507
test tissue 0,0.0,50.000000000000014,0.0,0.5079365079365079
test tissue 1,0.0,50.0,0.0,0.465909090909091
test tissue 2,0.0,49.99999999999999,0.0,0.5283687943262408
test tissue 3,0.0,50.0,0.0,0.5029585798816569
test tissue 4,0.0,49.999999999999986,0.0,0.4624060150375938
test tissue 5,0.0,49.99999999999999,0.0,0.5122950819672131
test tissue 6,0.0,50.000000000000014,0.0,0.6185897435897438
test tissue 7,0.0,50.0,0.0,0.39901477832512294
test mean,0.0,50.0,0.0,0.49968482399664627
test std,0.0,9.39959687352353e-15,0.0,0.05901688769681333
