,F1,Acc,precision,Auc
train tissue 0,0.0,50.000000000000014,0.0,0.6430575035063114
train tissue 1,0.0,50.0,0.0,0.5568326947637294
train tissue 2,0.0,50.000000000000014,0.0,0.5861818181818181
train tissue 3,0.0,50.000000000000036,0.0,0.6673469387755102
train tissue 4,0.0,50.0,0.0,0.581360946745562
train tissue 5,0.0,50.000000000000014,0.0,0.4966216216216219
train tissue 6,0.0,50.000000000000014,0.0,0.5897435897435899
train tissue 7,0.0,50.00000000000002,0.0,0.6087533156498677
train tissue 8,0.0,49.99999999999999,0.0,0.5636363636363633
train tissue 9,0.0,50.000000000000014,0.0,0.6296875
train tissue 10,0.0,49.999999999999986,0.0,0.6409017713365539
train tissue 11,0.0,50.000000000000014,0.0,0.5553012967200608
train tissue 12,0.0,49.999999999999986,0.0,0.5454545454545456
train tissue 13,0.0,50.000000000000014,0.0,0.47942583732057414
train tissue 14,0.0,50.00000000000002,0.0,0.6175166297117518
train tissue 15,0.0,49.999999999999986,0.0,0.5972906403940887
train tissue 16,0.0,50.000000000000014,0.0,0.6379084967320263
train tissue 17,0.0,50.0,0.0,0.5218579234972673
train tissue 18,0.0,49.999999999999986,0.0,0.5524425287356317
train mean,0.0,50.0,0.0,0.5827011559224671
train std,0.0,1.5635339543114833e-14,0.0,0.04999028074358909
test tissue 0,0.0,49.99999999999997,0.0,0.5266666666666666
test tissue 1,0.0,50.000000000000036,0.0,0.5370370370370373
test tissue 2,0.0,49.999999999999986,0.0,0.4418604651162791
test tissue 3,0.0,50.0,0.0,0.3348214285714286
test tissue 4,0.0,49.999999999999986,0.0,0.5281923714759532
test tissue 5,0.0,50.000000000000014,0.0,0.4473684210526319
test tissue 6,0.0,50.0,0.0,0.5681818181818182
test tissue 7,0.0,49.999999999999986,0.0,0.5016420361247946
test mean,0.0,50.0,0.0,0.4857212805283262
test std,0.0,1.896630097780749e-14,0.0,0.07011803805584893
