,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.6001,0.0,50.0,0.0,0.5442
split 1,0.0,50.0,0.0,0.5884,0.0,50.0,0.0,0.4937
split 2,0.0,50.0,0.0,0.5791,0.0,50.0,0.0,0.5281
split 3,0.0,50.0,0.0,0.5997,0.0,50.0,0.0,0.4673
split 4,0.0,50.0,0.0,0.5851,0.0,50.0,0.0,0.52
split 5,0.0,50.0,0.0,0.596,0.0,50.0,0.0,0.4617
mean,0.0,50.0,0.0,0.5914,0.0,50.0,0.0,0.5025
std,0.0,0.0,0.0,0.0078,0.0,0.0,0.0,0.0308
test mean,0.0,50.0,0.0,0.5827011559224671,0.0,50.0,0.0,0.4857212805283262
test std,0.0,1.5635339543114833e-14,0.0,0.04999028074358909,0.0,1.896630097780749e-14,0.0,0.07011803805584893
