,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.6061,0.0,50.0,0.0,0.4665
split 1,0.0,50.0,0.0,0.594,0.0,50.0,0.0,0.4753
split 2,0.0,50.0,0.0,0.6041,0.0,50.0,0.0,0.4629
split 3,0.0,50.0,0.0,0.5807,0.0,50.0,0.0,0.5667
split 4,0.0,50.0,0.0,0.5912,0.0,50.0,0.0,0.4614
split 5,0.0,50.0,0.0,0.5839,0.0,50.0,0.0,0.4642
mean,0.0,50.0,0.0,0.5933,0.0,50.0,0.0,0.4828
std,0.0,0.0,0.0,0.0094,0.0,0.0,0.0,0.0378
test mean,0.0,50.0,0.0,0.5811885559958361,0.0,50.0,0.0,0.5023295133257719
test std,0.0,1.7480841034847636e-14,0.0,0.08334682326858228,0.0,1.6473255640462455e-14,0.0,0.09456415423568948
