,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,16.67,0.0,0.0,50.0,33.33,11.11,0.0,0.0,33.33,0.4748,16.67,0.0,0.0,50.0,33.33,11.11,0.0,0.0,33.33,0.4467
split 1,30.77,44.64,44.71,2.96,37.44,37.52,37.91,37.0,37.64,0.5434,25.36,34.57,39.77,1.76,31.11,32.67,28.8,33.37,35.84,0.4936
split 2,40.32,38.77,46.17,36.03,40.77,40.72,40.49,41.05,40.62,0.5889,30.57,27.73,40.21,23.77,31.62,30.88,30.57,34.2,27.87,0.4683
split 3,28.73,46.46,39.73,0.0,36.31,24.31,35.79,37.13,0.0,0.5516,29.59,44.41,44.36,0.0,36.99,24.69,36.16,37.92,0.0,0.4938
split 4,42.62,44.04,45.89,37.93,42.8,42.69,44.01,43.19,40.87,0.5928,28.58,30.0,26.51,29.22,28.67,28.76,28.89,29.64,27.76,0.4767
mean,31.82,34.78,35.3,25.38,38.13,31.27,31.64,31.67,30.49,0.5503,26.15,27.34,30.17,20.95,32.35,25.62,24.88,27.03,24.96,0.4758
std,9.26,17.58,17.8,20.12,3.33,11.95,16.06,16.01,15.49,0.0425,5.06,14.82,16.23,18.59,2.76,7.73,12.73,13.77,12.87,0.0176
