,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,37.96,51.41,28.83,33.63,41.59,45.55,38.17,50.3,48.19,0.6212,25.29,44.04,2.97,28.85,32.29,35.5,32.38,42.51,31.6,0.5579
split 1,29.65,50.83,12.84,25.29,37.88,47.16,35.57,59.56,46.36,0.609,20.13,48.93,4.62,6.84,32.51,28.03,33.48,30.23,20.37,0.5564
split 2,28.67,50.66,17.8,17.54,37.21,44.34,35.25,53.23,44.54,0.6146,24.8,50.75,5.45,18.21,35.64,51.42,35.06,83.83,35.37,0.5495
split 3,34.73,50.58,17.57,36.04,40.09,46.49,36.91,56.33,46.24,0.6214,27.33,45.61,20.77,15.61,33.3,34.29,32.71,38.88,31.29,0.5341
split 4,33.29,51.7,16.61,31.55,39.72,46.08,37.06,54.81,46.36,0.6143,31.88,47.52,21.87,26.27,35.56,35.22,36.12,35.85,33.71,0.5418
split 5,31.61,51.29,17.07,26.46,38.93,47.89,36.09,59.02,48.55,0.6137,25.77,47.14,14.33,15.85,33.15,32.77,33.48,35.36,29.47,0.5375
mean,32.65,51.08,18.45,28.42,39.24,46.25,36.51,55.54,46.71,0.6157,25.87,47.33,11.67,18.61,33.74,36.21,33.87,44.44,30.3,0.5462
std,3.13,0.41,4.93,6.15,1.44,1.13,0.99,3.22,1.34,0.0044,3.48,2.17,7.72,7.29,1.36,7.25,1.31,18.0,4.82,0.0091
test mean,28.68399466125104,46.79846858053808,16.423457638405146,22.830057764809904,38.00751730660876,33.87621392934549,36.13841693258452,20.06751111126943,45.42271374418248,0.6238114318357777,21.797653728320963,40.0165355834404,16.855817037172535,8.520608564349946,33.16820220430683,27.21123822587496,33.52900792035454,21.08363301722515,27.0210737400452,0.5085611030231384
test std,10.234102748296387,11.609735824724687,22.32757703210409,14.533228907130281,5.771062051590905,13.20070098665036,11.485824900366522,23.989624855941383,25.60887250253603,0.05346052269551552,5.559804644029182,13.685784469470802,21.20839826258091,6.824549919820654,3.333592886437333,13.33466898738159,3.077661805892502,17.905078609574517,25.530154099004708,0.04215118860584509
