,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.5263,0.0,50.0,0.0,0.4705
split 1,0.0,50.0,0.0,0.5164,0.0,50.0,0.0,0.4099
split 2,0.0,50.0,0.0,0.5173,0.0,50.0,0.0,0.4604
split 3,0.0,50.0,0.0,0.5247,0.0,50.0,0.0,0.4549
split 4,0.0,50.0,0.0,0.5196,0.0,50.0,0.0,0.4982
split 5,0.0,50.0,0.0,0.5081,0.0,50.0,0.0,0.4462
mean,0.0,50.0,0.0,0.5187,0.0,50.0,0.0,0.4567
std,0.0,0.0,0.0,0.006,0.0,0.0,0.0,0.0265
test mean,0.0,50.00000000000001,0.0,0.5106854965314306,0.0,49.99999999999999,0.0,0.5094605947353292
test std,0.0,1.7096599804694812e-14,0.0,0.06325274711266139,0.0,1.7222418539888655e-14,0.0,0.062384553725137404
