,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.5115,0.0,50.0,0.0,0.506
split 1,0.0,50.0,0.0,0.483,0.0,50.0,0.0,0.5089
split 2,0.0,50.0,0.0,0.4761,0.0,50.0,0.0,0.5373
split 3,0.0,50.0,0.0,0.5007,0.0,50.0,0.0,0.4924
split 4,0.0,50.0,0.0,0.4885,0.0,50.0,0.0,0.537
split 5,0.0,50.0,0.0,0.4966,0.0,50.0,0.0,0.4181
mean,0.0,50.0,0.0,0.4927,0.0,50.0,0.0,0.5
std,0.0,0.0,0.0,0.0117,0.0,0.0,0.0,0.0401
test mean,0.0,49.99999999999999,0.0,0.48977110205833574,0.0,50.00000000000001,0.0,0.5123306293953697
test std,0.0,1.2731463251543875e-14,0.0,0.08490026675034679,0.0,1.6280579355608324e-14,0.0,0.0932550315846036
