,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,43.97,51.52,40.26,40.13,45.04,46.22,42.19,49.6,46.87,0.6573,31.1,39.48,27.94,25.87,32.57,33.19,31.38,34.48,33.73,0.5313
split 1,40.81,49.0,34.5,38.92,42.05,42.87,39.99,43.95,44.65,0.6311,36.33,48.4,31.55,29.04,38.97,40.8,37.2,38.9,46.29,0.6164
split 2,41.89,51.86,34.51,39.31,44.16,47.9,39.72,54.17,49.83,0.6499,31.36,44.47,25.65,23.95,34.68,36.16,33.31,36.18,38.99,0.5375
split 3,42.9,50.51,36.37,41.81,44.03,45.03,41.55,47.34,46.19,0.6412,29.72,44.3,22.92,21.93,33.91,36.31,32.47,34.28,42.17,0.5687
split 4,42.35,51.12,35.46,40.48,43.96,45.82,40.49,47.43,49.56,0.6396,37.4,38.37,38.98,34.85,37.43,37.39,37.8,38.72,35.65,0.5726
split 5,43.73,51.2,38.66,41.34,44.86,46.28,41.56,47.45,49.84,0.6489,35.03,36.04,37.54,31.49,35.01,35.13,34.58,39.23,31.59,0.5096
mean,42.61,50.87,36.63,40.33,44.02,45.69,40.92,48.32,47.82,0.6447,33.49,41.84,30.76,27.86,35.43,36.5,34.46,36.97,38.07,0.556
std,1.08,0.93,2.15,1.02,0.97,1.53,0.9,3.09,2.03,0.0084,2.89,4.23,5.91,4.43,2.15,2.32,2.36,2.08,5.03,0.0346
test mean,40.617661417465776,50.527174270782524,33.718673260599616,37.60713672101519,42.958785718218195,45.98640144145308,42.29508079442813,45.4034646374645,50.26065889246659,0.6480707600564954,31.547045688922125,40.383767004170174,26.61668567837399,27.64068438422221,33.71202776778851,37.52152776812844,31.484393805156614,38.04659251651378,43.03359698271495,0.5282801648537101
test std,5.991830338904461,6.636214274213105,10.698589513905752,9.20769829183893,5.32116522579406,6.320493660876304,9.541241317715258,11.258653976312035,13.148130399806957,0.04336326163614506,3.5587062838270174,5.222318004218545,9.294827432866702,6.407830874877734,3.7541834607348887,7.450581918694772,3.278585853919398,7.559874960265936,23.341266100167736,0.02072159100716844
